BM_IgA_1	BM_IgA_2	BM_IgA_3	BM_IgA_4	BM_IgG_1	BM_IgG_2	BM_IgG_3	BM_IgG_4	BM_IgM_1	BM_IgM_3	BM_IgM_4
Gm48710	1	1	5	0	1	1	0	0	1	0	2
Gm48711	0	0	0	0	0	0	0	0	0	0	0
Gm48712	0	0	0	2	1	0	0	0	0	0	0
Gm48713	0	0	0	0	1	0	1	0	1	1	0
Gm48714	1	2	0	0	1	0	0	2	0	2	0
Gm48715	0	0	0	0	0	0	0	0	0	0	1
Gm48716	0	0	1	0	0	0	0	0	0	0	0
Gm48717	0	0	0	0	0	0	0	1	0	0	0
Gm48718	1	2	9	6	1	2	3	4	4	9	5
Gm48719	0	1	0	0	0	0	0	0	0	0	0
Gm4872	0	0	0	0	0	0	1	0	0	0	0
Gm48720	2	0	0	0	0	0	0	0	0	0	0
Gm48721	2	1	1	0	1	0	0	0	0	0	0
Gm48722	1	0	0	0	0	0	0	0	0	0	0
Gm48723	0	0	0	0	0	0	0	0	0	0	0
Gm48724	0	0	0	0	0	0	0	1	0	0	0
Gm48725	0	0	0	0	0	0	0	0	0	0	0
Gm48726	0	0	0	0	1	1	2	0	0	0	0
Gm48727	1	0	0	0	0	0	0	0	1	0	1
Gm48728	0	0	0	0	0	0	0	0	0	0	0
Gm48729	0	0	0	0	0	0	0	0	0	0	0
Gm4873	0	0	0	1	0	0	2	0	1	0	1
Gm48730	2	0	0	0	0	0	0	0	0	0	1
Gm48731	0	0	0	0	0	0	0	0	0	0	0
Gm48732	0	2	0	0	1	0	0	0	0	2	0
Gm48733	0	0	0	0	0	0	0	0	0	0	0
Gm48734	2	1	0	3	0	0	4	0	0	1	1
Gm48735	8	13	6	8	3	6	7	12	10	15	7
Gm48736	0	0	0	0	0	1	0	0	0	0	0
Gm48737	6	4	6	1	0	0	0	9	0	0	0
Gm48738	0	0	0	0	0	0	0	0	0	0	2
Gm48739	9	0	0	0	0	0	0	0	0	0	0
Gm4874	0	0	1	0	0	0	0	0	0	1	0
Gm48740	0	0	0	1	0	4	1	0	0	0	0
Gm48742	1	0	0	0	0	0	0	2	1	0	0
Gm48743	0	0	0	0	0	0	0	0	1	0	0
Gm48744	0	0	0	0	0	0	0	0	0	0	0
Gm48745	0	0	0	0	1	0	0	0	0	0	1
Gm48746	0	0	1	1	1	0	0	1	2	2	0
Gm48747	0	0	1	0	0	0	0	0	0	2	0
Gm48748	0	0	0	0	0	0	0	0	0	0	0
Gm48749	0	0	0	0	0	0	0	0	0	0	0
Gm4875	0	0	0	0	0	0	1	1	0	0	2
Gm48750	0	0	0	0	0	0	0	1	0	0	0
Gm48751	0	2	1	1	0	0	1	2	0	2	1
Gm48752	327	331	367	230	237	251	52	4	301	330	33
Gm48753	0	0	0	0	0	0	0	0	0	0	0
Gm48754	0	0	0	1	0	0	0	1	1	0	1
Gm48755	26	25	37	18	27	19	7	1	4	23	1
Gm48756	0	0	0	0	0	0	1	0	0	0	0
Gm48757	0	0	0	0	0	0	0	0	1	0	0
Gm48758	0	0	0	0	0	0	0	0	0	0	0
Gm48759	0	0	0	0	0	0	0	0	0	0	0
Gm4876	1	2	15	11	5	7	5	0	11	1	5
Gm48760	0	0	1	0	0	0	0	0	0	0	0
Gm48761	1	1	4	3	0	1	0	1	2	1	2
Gm48762	0	0	0	0	0	0	0	0	0	0	0
Gm48763	0	0	0	0	0	0	0	0	0	0	0
Gm48764	0	4	2	0	4	0	1	0	1	3	0
Gm48765	0	0	0	0	0	2	0	0	0	0	1
Gm48766	15	10	22	16	19	10	8	17	15	20	14
Gm48767	0	0	1	0	0	0	0	2	3	0	0
Gm48768	14	7	15	5	16	4	10	5	13	15	15
Gm48769	5	1	0	0	0	0	0	0	0	1	0
Gm4877	0	0	0	0	0	0	0	0	0	0	0
Gm48770	2	0	1	1	0	0	0	0	0	0	0
Gm48771	3	1	3	0	1	2	2	0	6	4	2
Gm48772	0	0	1	1	5	0	0	0	0	0	0
Gm48773	0	0	0	0	0	0	0	0	0	0	0
Gm48774	0	0	0	0	0	0	0	0	0	0	0
Gm48775	0	0	0	0	0	0	0	0	0	0	0
Gm48776	0	0	0	0	1	0	0	0	0	0	0
Gm48777	0	0	0	1	0	0	0	0	0	0	0
Gm48778	0	8	0	3	0	0	2	0	0	2	0
Gm48779	0	0	0	1	0	0	0	0	0	0	1
Gm48780	7	2	4	2	0	1	2	1	1	4	0
Gm48781	0	0	0	0	0	0	0	0	0	0	0
Gm48782	1	1	0	1	0	1	0	1	1	1	4
Gm48783	0	0	1	0	1	0	0	0	0	0	0
Gm48784	1	0	1	0	1	2	0	0	1	0	0
Gm48785	1	0	0	0	0	0	0	0	0	0	0
Gm48786	0	0	3	0	1	0	1	0	1	2	0
Gm48787	0	0	0	0	0	0	0	0	0	0	0
Gm48788	1	0	0	1	0	0	0	0	0	0	0
Gm48789	10	6	8	7	14	12	11	8	22	15	8
Gm4879	1	0	2	0	0	1	2	0	0	2	0
Gm48790	2	0	0	0	0	0	0	0	1	0	0
Gm48791	0	0	0	1	0	0	0	0	0	0	0
Gm48792	3	0	1	0	0	1	0	0	0	2	0
Gm48793	0	0	0	2	0	1	0	0	0	0	0
Gm48794	0	0	1	0	0	0	0	0	0	0	0
Gm48795	0	0	0	0	5	0	3	0	0	0	0
Gm48796	4	1	11	3	1	0	14	14	1	3	1
Gm48798	0	1	0	0	0	0	1	0	1	0	0
Gm48799	0	0	0	1	0	2	0	2	1	1	0
Gm4880	2	0	2	1	1	0	0	0	0	1	2
Gm48800	1	0	1	0	0	0	0	0	0	0	0
Gm48801	0	0	0	0	0	0	0	0	0	0	0
Gm48802	0	0	0	0	0	1	0	1	0	0	1
Gm48803	0	0	0	0	0	0	0	0	0	0	0
Gm48804	0	30	6	1	7	24	8	0	3	8	0
Gm48805	0	0	1	0	5	0	0	1	1	3	2
Gm48806	0	3	0	0	0	0	0	0	0	0	0
Gm48807	0	0	1	0	0	0	0	0	0	0	0
Gm48808	1	1	1	0	0	0	1	1	2	0	0
Gm48809	1	1	0	1	0	3	1	2	1	0	0
Gm48810	0	0	0	0	0	0	0	0	0	0	0
Gm48811	0	0	0	0	0	0	0	1	0	0	0
Gm48812	0	0	0	0	0	0	2	0	1	0	2
Gm48813	0	0	0	0	0	1	0	0	1	1	0
Gm48814	1	0	1	0	0	0	3	3	1	2	0
Gm48815	0	0	0	0	0	0	0	0	0	0	0
Gm48816	0	0	0	0	0	0	0	0	0	0	0
Gm48817	0	0	0	0	0	0	0	0	2	0	0
Gm48818	0	0	0	0	0	5	0	0	0	0	0
Gm48819	1	0	1	0	0	0	0	0	0	0	0
Gm48820	5	4	3	2	1	7	2	0	1	0	3
Gm48821	0	0	0	0	0	0	0	0	0	0	0
Gm48822	0	0	18	0	0	0	0	0	1	0	0
Gm48823	0	0	0	0	0	0	0	0	0	0	0
Gm48824	0	1	0	2	3	0	1	0	3	1	4
Gm48825	0	0	0	0	0	0	1	0	0	0	0
Gm48826	0	0	0	0	0	0	0	0	0	1	0
Gm48827	0	1	1	0	0	0	0	0	0	0	0
Gm48828	0	0	0	0	0	0	0	0	0	0	0
Gm48829	0	0	1	0	0	1	1	0	0	1	0
Gm4883	0	1	0	0	0	0	0	1	0	0	1
Gm48830	0	0	0	0	0	0	0	0	0	0	0
Gm48831	0	0	0	0	0	0	0	0	0	0	0
Gm48832	6	4	5	2	1	1	1	3	1	1	2
Gm48833	0	0	1	0	0	0	0	1	0	0	0
Gm48834	0	0	0	0	0	0	0	0	0	0	0
Gm48835	0	0	0	0	0	0	0	0	0	0	0
Gm48836	0	0	0	0	0	0	0	0	0	0	0
Gm48837	7	25	13	15	4	10	9	20	26	16	3
Gm48838	7	11	5	9	7	5	7	13	14	17	4
Gm48839	0	0	0	0	0	0	0	0	0	1	0
Gm4884	0	0	0	0	0	0	0	0	0	0	0
Gm48840	2	3	1	7	3	2	6	0	11	5	12
Gm48842	0	0	0	1	0	0	0	0	1	0	0
Gm48843	0	0	1	0	0	0	0	2	0	1	0
Gm48844	0	0	0	0	0	0	0	0	0	0	0
Gm48845	0	0	0	0	0	0	0	0	0	0	0
Gm48846	0	0	0	0	0	0	0	0	0	0	0
Gm48847	0	0	1	0	0	0	0	0	0	0	0
Gm48848	0	0	0	0	0	0	0	1	0	0	0
Gm48849	1	1	1	0	2	0	0	0	0	1	0
Gm48850	0	0	0	0	0	0	0	0	0	0	0
Gm48851	0	0	0	0	0	0	0	0	0	0	0
Gm48853	0	2	1	1	1	3	2	2	1	2	0
Gm48854	1	0	1	0	0	0	0	0	0	0	0
Gm48855	63	41	67	98	61	48	40	60	104	125	67
Gm48856	0	0	0	0	0	0	0	0	0	0	0
Gm48857	3	1	6	1	2	2	4	0	1	1	2
Gm48858	0	0	0	0	0	0	1	0	0	0	0
Gm48859	0	0	0	0	0	0	0	0	0	0	0
Gm4886	0	0	1	1	1	0	0	0	0	0	0
Gm48860	0	0	0	0	0	0	1	0	0	0	0
Gm48862	0	0	0	0	0	0	0	0	0	0	0
Gm48864	0	0	0	0	0	0	0	0	0	0	0
Gm48865	2	2	2	0	0	3	1	2	3	20	6
Gm48866	0	0	0	0	0	0	0	0	0	0	0
Gm48867	0	1	0	0	0	0	0	1	0	0	0
Gm48868	0	1	0	0	0	0	0	0	0	1	0
Gm48869	0	0	1	0	0	0	0	1	0	1	0
Gm4887	1	1	1	1	1	0	1	0	2	2	2
Gm48870	0	1	1	0	0	0	0	1	0	7	1
Gm48871	1	2	0	3	1	1	1	0	3	2	1
Gm48872	0	1	2	0	1	0	1	0	3	3	0
Gm48873	0	0	0	0	0	0	0	0	0	0	0
Gm48874	1	0	2	0	0	1	2	4	0	1	2
Gm48875	0	0	0	0	0	0	0	2	0	0	0
Gm48876	16	12	19	8	13	24	44	18	81	170	24
Gm48877	0	0	0	0	0	0	0	0	0	0	0
Gm48878	0	1	2	0	1	0	2	0	0	0	0
Gm48879	0	0	0	0	0	0	0	1	0	2	0
Gm48880	3	1	3	1	1	0	1	3	8	6	6
Gm48881	0	0	0	0	0	0	0	0	0	0	0
Gm48882	3	6	7	6	5	7	3	2	4	7	6
Gm48883	1	0	0	0	4	0	0	2	2	1	1
Gm48884	0	1	0	0	0	0	0	0	2	0	0
Gm48885	14	11	30	38	12	16	12	37	13	45	20
Gm48886	0	1	0	0	0	0	0	0	0	0	0
Gm48887	0	1	1	0	1	1	0	1	0	5	0
Gm48888	0	0	0	0	0	0	0	1	2	1	0
Gm48889	0	0	1	2	0	1	2	1	1	8	0
Gm4889	0	0	0	0	0	0	0	0	2	0	0
Gm48890	0	0	1	0	0	0	0	0	0	0	1
Gm48891	0	0	0	0	0	0	0	0	0	0	0
Gm48892	0	0	0	0	0	0	0	0	0	0	0
Gm48893	0	0	0	0	0	1	0	0	0	0	0
Gm48894	0	0	0	1	0	0	0	2	0	0	0
Gm48895	0	0	0	0	0	0	0	0	0	0	0
Gm48896	0	0	0	0	0	0	0	0	0	0	0
Gm48897	0	0	0	0	0	0	0	0	0	0	0
Gm48898	0	0	2	1	1	0	2	3	0	1	0
Gm48899	0	0	0	0	0	0	0	0	7	0	0
Gm4890	76	77	17	9	6	42	30	74	80	87	36
Gm48900	0	4	0	0	2	0	0	5	0	0	0
Gm48901	0	0	0	1	1	0	0	0	0	2	0
Gm48902	0	0	0	0	0	0	1	0	0	0	0
Gm48903	0	0	0	0	0	0	0	0	0	0	2
Gm48904	1	4	3	0	4	3	2	5	5	5	4
Gm48905	0	0	0	0	0	0	0	0	0	0	0
Gm48906	0	0	0	0	0	1	0	0	0	0	0
Gm48908	0	0	0	0	0	0	0	0	0	0	0
Gm48909	0	5	0	0	0	0	0	0	1	0	0
Gm4891	0	0	0	0	0	0	1	0	0	0	1
Gm48910	0	0	0	0	0	0	0	0	0	0	0
Gm48911	0	0	0	0	0	0	0	0	0	0	0
Gm48912	0	0	0	0	0	0	1	1	0	0	1
Gm48913	1	0	0	0	0	0	0	0	0	0	0
Gm48914	5	1	1	2	8	4	2	2	5	7	7
Gm48915	0	1	0	0	1	0	0	0	0	0	0
Gm48916	0	2	2	2	1	0	1	2	1	2	1
Gm48917	0	0	0	1	0	0	0	0	0	1	0
Gm48918	1	3	3	0	0	0	0	0	1	2	1
Gm48919	0	0	0	0	0	0	0	0	0	1	0
Gm48920	0	0	0	0	1	0	1	0	0	1	0
Gm48921	0	0	0	0	0	0	0	0	0	0	0
Gm48922	0	0	0	0	0	0	0	0	0	0	0
Gm48923	0	0	0	0	0	0	0	0	0	0	0
Gm48924	1	0	2	1	0	0	1	8	0	0	4
Gm48925	0	0	0	0	0	0	0	0	0	0	0
Gm48926	0	0	0	0	0	0	0	0	0	0	0
Gm48927	0	0	2	0	0	0	0	0	0	0	0
Gm48928	0	0	0	1	0	0	0	0	0	0	0
Gm48929	0	0	0	0	0	0	1	0	0	0	1
Gm48930	0	0	0	0	0	0	1	0	0	0	0
Gm48931	0	0	0	0	0	0	0	0	0	0	0
Gm48932	0	0	0	0	0	0	0	0	0	0	1
Gm48933	8	6	2	7	0	3	5	6	1	7	4
Gm48934	0	0	0	0	0	0	0	0	0	1	0
Gm48935	0	0	0	1	0	0	0	0	0	0	1
Gm48936	0	0	0	1	0	0	0	2	0	0	0
Gm48937	0	0	0	0	0	0	0	1	0	0	0
Gm48938	0	0	0	0	0	0	0	0	0	0	0
Gm48939	0	0	0	0	0	0	0	0	0	1	0
Gm4894	2	0	1	0	1	0	0	0	0	1	0
Gm48940	0	0	0	0	0	0	0	0	0	0	0
Gm48941	0	0	0	0	0	0	0	0	0	0	0
Gm48942	33	36	72	22	15	26	13	11	35	55	13
Gm48943	0	0	0	1	0	1	0	1	0	0	0
Gm48944	0	0	0	0	0	0	0	0	0	0	0
Gm48945	0	1	0	5	1	1	2	0	3	1	0
Gm48946	1	0	0	0	0	0	0	0	0	0	0
Gm48947	0	1	0	2	0	0	0	0	0	0	0
Gm48948	0	0	0	0	0	0	0	0	0	0	1
Gm48949	0	0	0	0	0	0	0	0	1	2	1
Gm4895	7	3	9	17	17	9	13	8	13	18	9
Gm48950	0	0	0	0	0	0	0	0	0	0	0
Gm48951	0	0	0	0	0	0	0	0	0	0	0
Gm48952	0	0	0	0	0	0	0	0	0	0	0
Gm48953	0	0	0	1	0	0	0	0	0	0	0
Gm48954	0	0	0	0	0	1	0	0	0	1	0
Gm48955	0	0	0	0	0	0	0	0	0	0	1
Gm48956	0	0	0	0	0	0	0	0	0	0	0
Gm48958	0	1	1	0	1	3	1	0	0	1	0
Gm48959	0	0	0	0	0	0	0	0	0	0	0
Gm48961	1	2	2	2	0	3	4	2	1	14	1
Gm48962	0	0	0	0	0	0	0	0	0	0	0
Gm48963	0	0	0	0	0	0	0	0	0	0	0
Gm48964	0	0	0	1	0	0	0	1	0	0	0
Gm48965	3	10	2	1	1	0	2	0	5	0	1
Gm48966	7	4	1	4	5	5	1	2	4	6	3
Gm48967	0	0	1	0	1	0	0	0	1	0	0
Gm48968	0	0	0	0	0	0	0	0	1	0	0
Gm48969	0	1	0	0	0	0	0	0	0	0	0
Gm48970	0	0	0	0	0	0	0	0	0	0	0
Gm48971	0	0	0	0	0	0	0	0	0	0	0
Gm48972	0	0	0	0	0	0	1	0	0	0	0
Gm48973	0	0	0	0	0	0	0	0	0	0	0
Gm48974	0	2	0	0	0	0	0	1	0	0	0
Gm48975	0	0	1	0	0	0	0	0	0	0	1
Gm48976	0	0	0	0	0	0	1	0	1	0	0
Gm48977	0	0	0	0	0	0	0	0	0	0	0
Gm48978	3	12	22	31	7	12	23	44	28	35	30
Gm48979	0	0	0	0	0	3	0	2	0	0	1
Gm4898	1	0	0	1	0	0	0	0	0	1	0
Gm48980	1	0	0	0	0	0	0	0	0	0	0
Gm48981	0	0	0	0	0	0	0	0	0	0	0
Gm48982	0	0	0	0	0	0	0	0	0	1	2
Gm48983	0	0	0	0	0	0	0	0	0	0	0
Gm48984	0	0	0	0	0	0	0	0	0	0	1
Gm48985	0	1	1	0	2	1	0	0	1	0	0
Gm48986	4	6	18	10	9	10	5	6	17	24	12
Gm48987	0	2	0	0	0	0	0	0	0	0	0
Gm48988	0	0	1	0	0	0	0	0	0	0	0
Gm48989	0	0	0	0	0	0	0	0	0	1	0
Gm4899	2	0	0	1	1	2	0	0	0	1	3
Gm48990	0	0	0	0	0	1	0	0	0	0	0
Gm48991	0	0	0	0	0	0	0	0	0	0	0
Gm48992	1	0	0	0	0	0	0	0	0	0	0
Gm48993	0	0	0	0	0	0	0	0	0	0	0
Gm48994	0	0	1	1	1	0	1	0	1	0	0
Gm48995	0	0	0	0	0	0	0	0	0	0	0
Gm48996	0	1	0	0	1	0	0	0	1	0	1
Gm48997	27	1	0	2	1	0	0	2	8	0	0
Gm48998	0	0	0	2	0	1	0	0	1	3	3
Gm48999	0	0	0	0	0	0	0	0	0	1	0
Gm4900	2	4	8	3	4	7	8	1	3	3	5
Gm49000	0	0	0	0	0	0	0	0	0	0	1
Gm49001	1	0	1	0	0	0	0	0	0	0	0
Gm49002	1	0	0	0	0	0	0	0	0	1	0
Gm49003	0	0	0	0	0	0	0	0	0	0	0
Gm49004	3	0	0	0	0	2	2	5	0	6	0
Gm49005	0	0	0	0	0	0	0	0	0	0	0
Gm49006	0	0	0	0	0	0	0	0	0	0	0
Gm49007	2	1	1	0	0	1	0	0	0	1	0
Gm49008	0	0	0	0	0	0	0	0	0	0	0
Gm49009	0	0	0	0	0	0	0	0	0	0	0
Gm49010	0	0	0	0	0	0	0	0	0	0	0
Gm49011	0	0	0	0	0	0	0	0	0	0	0
Gm49012	2	0	3	0	1	0	0	0	0	0	1
Gm49013	0	1	0	0	1	0	3	0	0	0	0
Gm49014	0	0	0	0	0	0	1	2	1	0	0
Gm49015	0	0	0	0	0	0	0	0	0	0	0
Gm49016	0	0	0	0	0	0	0	0	1	0	0
Gm49017	0	0	0	0	0	1	3	0	0	0	1
Gm49018	0	0	0	0	0	0	0	0	0	0	0
Gm49019	1	0	0	0	0	0	0	0	0	0	1
Gm49020	0	1	0	0	0	0	0	0	0	0	0
Gm49021	0	0	0	0	0	0	0	0	0	0	0
Gm49022	0	0	0	0	0	0	0	0	0	0	0
Gm49023	0	0	0	0	0	0	0	0	0	0	1
Gm49024	0	1	0	0	0	1	1	0	0	1	0
Gm49025	0	0	1	1	0	0	1	1	1	0	0
Gm49026	0	0	1	0	0	0	0	1	0	0	0
Gm49027	0	21	12	20	16	0	11	20	11	44	3
Gm49028	0	0	0	1	0	0	0	0	0	0	0
Gm49029	0	0	0	0	0	1	0	0	0	0	0
Gm4903	0	0	0	0	0	0	0	0	0	0	0
Gm49030	0	0	0	0	0	0	0	0	1	0	0
Gm49031	0	0	1	0	0	0	0	0	0	0	0
Gm49032	8	5	3	2	6	0	0	0	2	1	2
Gm49033	0	0	0	0	0	1	0	0	0	0	0
Gm49034	0	0	0	0	0	0	0	0	0	0	0
Gm49035	0	0	0	0	0	0	1	0	0	0	0
Gm49036	0	0	0	0	0	0	0	0	0	0	0
Gm49037	0	0	0	0	0	0	0	0	0	0	0
Gm49038	1	0	0	0	0	0	0	0	0	0	0
Gm49039	0	0	0	1	0	0	0	0	0	0	0
Gm4904	0	0	0	0	0	0	0	0	0	0	0
Gm49040	0	0	0	0	0	0	0	0	0	0	0
Gm49041	10	2	6	9	5	4	4	3	28	8	8
Gm49042	0	0	0	0	0	1	0	0	0	0	0
Gm49043	1	0	0	0	0	1	0	0	0	0	0
Gm49044	0	1	0	0	0	0	0	0	0	1	0
Gm49045	0	0	0	0	0	0	0	0	0	0	0
Gm49046	0	0	0	0	0	0	1	0	0	0	0
Gm49047	0	0	0	0	0	0	0	0	0	0	0
Gm49048	0	0	0	0	0	0	0	1	0	0	0
Gm49049	0	0	0	0	0	0	0	0	0	1	0
Gm49050	0	0	1	1	0	0	0	0	2	1	0
Gm49051	0	0	0	0	0	0	0	0	0	0	0
Gm49052	0	0	0	0	0	0	0	0	0	0	0
Gm49053	0	0	0	0	1	0	0	0	0	0	0
Gm49054	0	0	0	0	0	0	0	0	0	0	0
Gm49055	0	0	0	0	0	0	0	0	0	0	0
Gm49056	0	0	0	0	0	0	0	0	0	0	0
Gm49057	0	0	0	0	0	1	0	0	0	0	0
Gm49058	18	40	59	22	11	29	31	25	55	56	26
Gm49059	0	0	0	0	0	0	0	0	0	0	0
Gm49060	0	0	0	0	0	0	0	0	0	0	0
Gm49061	1	0	0	0	1	0	0	0	0	0	1
Gm49062	0	0	0	0	0	0	0	0	0	0	0
Gm49063	0	0	0	0	0	0	0	0	1	0	0
Gm49064	0	2	0	0	1	0	1	2	2	1	0
Gm49066	1	1	1	0	5	1	0	0	5	5	0
Gm49067	0	1	0	0	0	0	0	0	2	0	0
Gm49068	0	0	0	0	0	0	0	0	0	0	0
Gm49069	4	1	1	0	1	0	0	2	1	2	0
Gm49070	0	0	0	0	0	0	0	0	0	0	0
Gm49071	0	0	0	0	0	0	1	0	0	0	0
Gm49072	0	0	0	0	0	0	0	0	0	0	0
Gm49073	0	0	0	0	0	0	0	0	0	0	0
Gm49074	0	0	0	0	0	0	0	0	0	0	0
Gm49075	0	0	0	0	0	1	0	0	0	0	0
Gm49076	0	0	0	0	0	0	0	0	0	0	0
Gm49077	32	23	28	14	13	25	30	36	10	41	23
Gm49078	0	0	0	0	0	0	0	0	0	0	0
Gm49079	0	0	0	0	0	0	0	1	4	4	0
Gm4908	0	0	0	0	0	0	0	2	2	2	0
Gm49080	0	0	0	0	0	0	0	0	0	0	0
Gm49081	0	0	1	0	1	0	0	0	0	0	0
Gm49082	0	0	0	0	0	0	0	0	0	0	0
Gm49083	0	0	0	0	0	3	0	0	0	3	0
Gm49084	4	2	1	3	0	0	0	0	0	0	0
Gm49085	7	24	43	28	18	10	16	32	13	34	20
Gm49086	0	1	1	2	2	2	1	0	4	1	2
Gm49087	7	6	10	19	2	3	0	3	20	25	18
Gm49088	0	0	0	0	0	0	0	0	0	0	0
Gm49089	1	0	0	0	0	0	0	2	3	0	0
Gm4909	0	0	0	1	0	0	0	1	0	0	0
Gm49090	0	0	0	0	0	0	0	0	0	0	0
Gm49091	0	0	0	0	0	0	0	0	0	0	0
Gm49092	0	2	0	0	0	0	0	0	0	0	0
Gm49093	0	0	0	0	0	0	0	0	1	0	0
Gm49094	1	0	0	0	0	0	0	0	0	0	2
Gm49095	0	0	0	1	0	0	0	0	0	0	0
Gm49096	0	1	1	1	0	0	0	1	0	1	0
Gm49097	8	1	4	0	3	1	2	83	1	2	19
Gm49098	0	0	0	0	0	0	0	0	0	1	0
Gm49099	0	0	0	0	0	0	0	0	0	0	0
Gm4910	0	0	0	0	0	0	0	0	0	1	0
Gm49100	0	0	0	0	1	1	0	0	0	0	0
Gm49101	1	0	0	0	0	0	0	0	1	0	0
Gm49102	1	1	1	0	1	1	0	0	0	0	1
Gm49103	0	0	0	0	0	0	0	0	0	0	0
Gm49104	0	0	0	0	0	0	0	0	0	0	0
Gm49105	0	0	1	0	1	0	1	2	0	1	0
Gm49106	0	0	1	0	0	0	0	0	0	0	0
Gm49107	0	0	0	0	0	0	0	0	0	0	0
Gm49108	0	1	0	0	0	0	0	0	0	0	0
Gm49109	0	0	0	0	0	0	0	1	0	0	0
Gm4911	0	0	1	0	0	0	1	0	0	0	0
Gm49110	0	0	0	0	0	0	0	0	0	0	0
Gm49111	0	0	0	0	0	0	0	0	0	0	0
Gm49112	0	0	0	0	0	0	0	0	0	0	0
Gm49113	0	0	0	1	0	1	0	0	0	0	1
Gm49114	0	0	0	0	0	0	0	0	0	0	0
Gm49115	0	0	0	0	0	0	0	1	0	0	1
Gm49116	1	0	0	0	0	1	0	0	0	0	0
Gm49117	0	0	1	0	0	0	0	0	0	0	1
Gm49118	0	0	0	0	0	0	0	0	0	0	0
Gm49119	0	0	1	0	0	0	0	0	0	1	0
Gm4912	0	2	0	0	0	0	0	0	0	0	0
Gm49120	0	0	0	0	0	0	0	0	0	0	0
Gm49121	0	1	0	1	1	0	0	0	0	0	0
Gm49122	0	0	0	0	0	0	0	0	0	0	0
Gm49123	0	0	0	0	0	0	0	0	0	0	0
Gm49124	0	0	1	1	0	0	0	0	1	1	1
Gm49125	2	13	9	3	8	0	6	6	15	16	2
Gm49126	0	0	0	0	0	0	0	0	0	0	0
Gm49127	0	0	0	1	0	0	0	1	0	0	0
Gm49128	0	0	1	0	0	0	0	0	0	0	0
Gm49129	0	0	0	0	0	0	0	0	0	0	0
Gm4913	0	0	0	0	1	0	0	0	0	1	0
Gm49130	0	0	0	0	1	0	0	0	0	0	0
Gm49131	0	2	1	0	1	0	0	1	1	1	0
Gm49132	3	3	8	0	3	3	1	1	3	4	0
Gm49133	0	0	0	0	0	0	0	0	0	0	0
Gm49134	0	0	0	0	0	0	0	0	0	0	0
Gm49135	0	0	0	0	0	0	0	0	0	0	0
Gm49136	0	0	1	0	0	0	0	0	0	0	0
Gm49137	0	0	2	0	0	0	0	0	0	0	1
Gm49138	1	0	1	0	0	0	0	0	0	0	0
Gm49139	0	0	0	1	0	1	0	0	0	0	0
Gm4914	0	0	0	1	1	0	0	0	0	0	0
Gm49140	0	0	0	0	0	0	1	0	0	0	0
Gm49141	1	1	1	0	0	0	0	0	0	1	0
Gm49142	0	0	0	0	0	0	0	0	0	0	0
Gm49143	0	0	0	0	0	0	0	0	0	0	0
Gm49144	0	0	0	0	0	0	0	0	2	1	0
Gm49145	0	0	0	0	0	0	0	0	0	0	0
Gm49146	0	0	1	1	0	0	0	0	0	1	0
Gm49147	0	0	0	0	0	0	0	0	0	0	0
Gm49148	0	0	0	0	0	0	0	0	0	0	0
Gm49149	0	0	0	0	0	0	0	1	0	0	0
Gm4915	1	0	0	49	8	1	0	1	0	0	3
Gm49150	0	0	0	0	0	0	0	0	0	0	0
Gm49151	0	0	0	0	0	0	0	0	0	0	0
Gm49152	0	0	1	0	0	0	0	0	0	0	0
Gm49153	0	3	2	2	0	0	0	1	0	0	2
Gm49154	0	0	0	0	2	1	1	0	0	1	0
Gm49155	0	0	0	0	0	0	0	0	0	0	0
Gm49156	0	0	0	0	0	0	0	0	0	0	0
Gm49157	0	0	0	0	0	0	0	0	0	0	0
Gm49158	0	0	0	0	0	0	0	0	0	0	0
Gm49159	0	6	0	0	0	0	1	0	0	5	0
Gm4916	0	0	0	0	0	0	0	0	1	0	0
Gm49160	0	0	0	0	0	0	0	0	0	0	0
Gm49161	0	0	0	0	0	1	0	0	0	0	0
Gm49162	0	1	0	0	0	0	0	0	0	0	1
Gm49163	1	1	0	0	0	0	0	0	1	1	0
Gm49164	5	0	5	1	0	1	3	8	0	5	1
Gm49165	2	2	1	0	1	0	0	1	0	1	0
Gm49166	0	0	0	0	0	0	0	0	0	0	0
Gm49167	45	45	30	58	44	29	31	56	75	59	53
Gm49168	1	0	0	0	1	0	0	1	0	0	0
Gm49169	0	0	0	0	0	0	0	0	1	0	0
Gm4917	0	0	0	0	2	1	0	0	0	1	0
Gm49170	0	0	0	0	0	1	0	0	0	0	0
Gm49171	0	1	0	1	0	0	0	0	0	0	1
Gm49172	3	4	13	1	5	11	4	6	25	12	7
Gm49173	0	0	0	0	0	0	0	1	1	0	1
Gm49174	0	0	0	0	0	0	0	0	0	0	0
Gm49175	0	0	0	0	0	0	1	0	0	0	0
Gm49176	0	1	0	0	0	0	1	0	0	0	0
Gm49177	0	0	0	0	0	0	0	0	0	0	0
Gm49178	0	0	0	0	0	0	0	0	0	0	0
Gm49179	5	5	1	0	4	0	2	0	0	2	0
Gm4918	0	0	0	0	0	0	2	0	0	0	1
Gm49180	0	0	0	0	0	0	0	0	0	0	0
Gm49181	1	0	0	0	0	0	0	0	1	1	0
Gm49182	1	0	0	0	0	0	0	0	0	1	0
