mouse_gene_symbol	mouse_chromosome
Gm36950	Y
Gm20910	Y
Gm30598	Y
Gm20909	Y
Gm20865	Y
Gm37462	Y
Gm37658	Y
Gm32347	Y
Gm31123	Y
Gm38370	Y
Gm38054	Y
Gm37476	Y
Gm37369	Y
Gm38181	Y
Gm29089	Y
Gm2098	Y
Zfy1	Y
Uba1y	Y
Gm28588	Y
Gm28587	Y
Rhoay-ps3	Y
Kdm5d	Y
n-R5s1	Y
Eif2s3y	Y
Gm29650	Y
Tspy-ps	Y
Uty	Y
Ddx3y	Y
Gm4017	Y
Gm18665	Y
Usp9y	Y
Gm25565	Y
Gm17790	Y
Gm29167	Y
Gm8446	Y
Gm28534	Y
Gm28975	Y
Gm28974	Y
Gm18797	Y
Rhoay-ps1	Y
Zfy2	Y
Uba1y-ps2	Y
Gm18796	Y
Gm29552	Y
Gm29550	Y
Gm29551	Y
Gm8480	Y
Gm29553	Y
Gm28630	Y
Gm28629	Y
H2al2c	Y
Uba1y-ps1	Y
Sry	Y
Gm18798	Y
H2al2b	Y
Gm28628	Y
Gm4064	Y
Gm6137	Y
Gm8498	Y
Rbmy	Y
Gm10256	Y
Gm8502	Y
Gm8506	Y
Gm10352	Y
Gm8510	Y
Gm50048	18
Gm19466	18
Chst9	18
Gm10036	18
Gm24228	18
Gm4835	18
	18
Gm50076	18
Gm7665	18
Cdh2	18
Gm15485	18
Gm15328	18
Gm7670	18
1700001G01Rik	18
Gm22470	18
4921533I20Rik	18
4930545E07Rik	18
Gm50082	18
Cep120	18
Gm50083	18
Gm50084	18
Gm31086	18
Gm38432	18
Gm7720	18
Csnk1g3	18
Gm5507	18
Gm8594	18
Redrum	18
Gm50361	18
4933434P08Rik	18
9330117O12Rik	18
Gm5821	18
Gm33732	18
Gm50365	18
Gm50366	18
Dsc3	18
Zfp608	18
Gm4221	18
Gm24183	18
Gm34073	18
Gm22597	18
Gm37828	18
Gm37337	18
Gm24514	18
Gm26959	18
Gm8614	18
Gm6942	18
Gm4230	18
Gm6944	18
Gm23555	18
Gm50385	18
Gm8629	18
Gramd3	18
Dsc2	18
Dsc1	18
Dsg1c	18
Dsg1a	18
Dsg1b	18
Aldh7a1	18
Gm8642	18
Mir1258	18
Dsg4	18
Gm14874	X
Gm15061	X
Gm3657	X
	X
Gm14875	X
Gm15076	X
Gm5688	18
Gm3943	X
Gm8261	X
Phax	18
Gpr50	X
Gm15075	X
Gm15074	X
Gm14723	X
Gm3669	X
Rpl30-ps10	X
Tex43	18
Gm4996	X
Slc16a2	X
Gm50283	18
Gm50288	18
Gm50289	18
Lmnb1	18
Gm6222	X
Gm37956	X
Gm10488	X
Gm14893	X
Gm9164	X
E330016L19Rik	X
Gm9166	X
Gm3681	X
Marchf3	18
Vma21	X
Gm48311	12
Dsg3	18
Gm24142	12
AF357341	12
Gm22170	12
Mir882	12
Gm22981	12
Gm35725	12
Gm25856	12
Gm35890	12
Gm23787	12
Gm4929	12
Gm14632	X
Gm25854	12
Gm49374	12
Gm22205	12
Gm7126	12
Gm25224	12
Gm9194	12
Mir379	12
Gm48479	12
Mir411	12
Gm48480	12
Mir299a	12
Gm48482	12
Mir299b	12
	12
Mir380	12
Lratd1	12
Mir1197	12
Mir323	12
Mir758	12
Gm16497	12
Mir329	12
Gm7437	X
Mir494	12
Gm48498	12
Gm9847	12
Gm14974	X
Mir679	12
Mir1193	12
Gm25414	12
Mir666	12
Gm48504	12
Mir543	12
Gm26449	12
Gm7438	X
Mir495	12
Gm9202	12
Mir667	12
Mir376c	12
Mir654	12
Mir376b	12
Htr2c	X
Mir376a	12
Mir300	12
4930448C13Rik	12
Mir381	12
Mir487b	12
Mir539	12
Mir544	12
Gm36128	12
Gm15345	18
Gm18087	18
Gm19084	12
Tpi-rs10	18
Gm48539	12
C330018D20Rik	18
Gm48541	12
Gm17915	12
Gm4804	12
Rlim	X
Trib2	12
Gm18739	18
Gm19486	18
Dsg2	18
Mir6387	12
Gm5432	12
Gm48558	12
Gm48557	12
Gm48584	12
Gm36235	12
Gm18114	12
Heatr5a	12
Snora35	X
Mir3552	X
Gm14892	X
Mir764	X
Gm23378	X
Mir1912	X
Gm1141	X
Gm22266	X
Mir1264	X
Mir1298	X
Gm16090	18
Mir1911	X
Mir448	X
Ttr	18
Gm10487	X
Gm10269	18
B4galt6	18
Btbd35f29	X
Prrg3	X
Spin2f	X
Megf10	18
Nexmif	X
Mir672	X
Btbd35f26	X
Gm15280	X
Gm15276	X
Btbd35f19	X
Gm48607	12
Gm21883	X
Spin2e	X
Gm36372	12
Gm48606	12
Gm48605	12
Fate1	X
Dtd2	12
Btbd35f25	X
Gm47399	12
Gm21637	X
Gpr33	12
Btbd35f22	X
Gm32220	12
Gm5923	X
Vrtn	12
Il13ra2	X
Gm50200	18
Gm50201	18
Gm18929	18
Mirg	12
Prrc1	18
4930511M06Rik	18
Gm19500	18
Cnga2	X
Ctxn3	18
1700066O22Rik	18
Btbd35f2	X
Mir382	12
Mir134	12
Mir668	12
Mir485	12
Mir453	12
Magea4	X
Mir154	12
Mir496a	12
Trappc8	18
Mir377	12
Syndig1l	12
Btbd35f1	X
Vmn1r239-ps	X
Gm47265	X
Abcb7	X
Mir541	12
Gm48573	12
Mir409	12
Mir412	12
Mir369	12
Mir410	12
Nubpl	12
Mir3072	12
Gm9661	12
Gm47431	12
Gm3379	12
Gm35135	12
Gm5926	X
Npc2	12
Vcp-rs	X
Gm6238	X
Btbd35f21	X
4930511J24Rik	12
Gm21789	X
Uprt	X
Gm35188	12
Gm34667	12
Gm34719	12
Gabre	X
Gm47187	12
Gm47188	12
3110009F21Rik	12
Ccdc192	18
Gm34785	12
Gm40576	12
4930425K24Rik	12
Btbd35f5	X
Isca2	12
Mir224	X
Mir452	X
Spin2-ps6	X
Gm15275	X
Gm15274	X
Btbd35f12	X
Gm2182	X
Gm2854	X
2210409D07Rik	18
Magea10	X
Rnf125	18
Dio3os	12
Gm21979	X
Gm21990	X
Gm2892	X
Gm2223	X
Mir1247	12
Gm2231	X
Btbd35f15	X
Arhgap5	12
Gm15273	X
Gm15281	X
Gm15279	X
Zdhhc15	X
Gm26038	18
Gm19519	18
Slc12a2	18
Dio3	12
Gm6988	12
Gm9063	12
Gm47195	12
1700031P21Rik	12
Gm7023	X
Gm22430	X
Btbd35f13	X
Gm14822	X
Gm24859	12
Gm23296	12
1700121L16Rik	X
Gm35239	12
Btbd35f14	X
Akap6	12
Magee2	X
Btbd35f6	X
Gm6285	X
Gm21870	X
Gm22090	X
Gm9673	X
Rnf138	18
Btbd35f9	X
Spin2g	X
Btbd35f8	X
Gm2288	X
Gm14552	X
Gabra3	X
Gm47488	12
n-R5s58	12
Npas3	12
Mep1b	18
1700030L22Rik	12
1700060O08Rik	12
Gm14735	X
Mir767	X
Gm35818	12
Mir105	X
Gm23461	X
Gm14736	X
Egln3	12
Gm10486	X
1700104L18Rik	12
Gm22220	12
Gm47552	12
Gm7550	12
Gm46328	12
Gm47553	12
Gm7557	12
Gm6378	18
Gm10465	12
Gm6218	12
Garem1	18
Sptssa	12
Mir1892	12
Gm40884	12
Ltbp2	12
Gm50049	18
Gm50052	18
Gm22886	18
Gm4837	18
Fbn2	18
Gm2309	X
Gm2318	X
Gm14553	X
Gabrq	X
Magea9-ps	X
5530601H04Rik	X
Gm14819	X
Klhl14	18
D030025P21Rik	12
Gm48709	12
Gm17139	12
Eapp	12
Slc27a6	18
Gm4764	X
Gm14554	X
Gm25624	X
Cetn2	X
4930426D05Rik	18
Gm23270	18
Isoc1	18
Lrch2	X
Gm36262	12
Gm22513	12
Rpl31-ps17	12
Gm22317	12
Gm50227	18
Adamts19	18
Ppp2r5c	12
Ccdc178	18
Gm25107	X
Gm16400	X
Gm15167	X
Pbdc1	X
Minar2	18
Gm2395	12
Gm25679	12
Gm26444	12
Gm2412	12
Gm24305	12
Gm19605	12
Nsdhl	X
B930059L03Rik	12
Gm35558	12
Snx6	12
Chsy3	18
Mir6355	18
Gm8697	18
Gm8289	X
Gm38695	18
Gm50235	18
Gm18217	18
Magee1	X
Gm18218	18
Gm4951	18
Gm14684	X
Gm6292	X
E530001F21Rik	X
Gm5970	18
Rpl30-ps9	X
Gm14824	X
Gm4841	18
Mir384	X
Gm15128	X
Gm50237	18
F830016B08Rik	18
Gm8714	18
Asxl3	18
Gm15081	X
5330434G04Rik	X
Arel1	12
Mir325	X
Rab9b-ps1	X
Gm15080	X
Gm15108	X
Cypt2	X
Gm14823	X
Gm15110	X
Gm14855	X
Gm14854	X
Gm8303	X
Gm7117	X
Fgf16	X
Iigp1	18
Gm15107	X
Gm6960	18
BC023105	18
Smim3	18
Gm15109	X
Dctn4	18
Gm15111	X
Gm15113	X
Gm8320	X
Gm15114	X
Gm15106	X
Gm15112	X
Gm8331	X
Gm8334	X
Zfp185	X
Gm17193	12
Dync1h1	12
Nol4	18
Mir2137	X
Gm15127	X
Gm17111	12
Cfl2	12
Pnma5	X
Gm6858	X
Gm15125	X
Pnma3	X
1700001K19Rik	12
Gm15126	X
Kars-ps1	X
Xlr4a	X
1700081N11Rik	12
Fcf1	12
Luzp4	X
Gm22495	18
Gm7788	18
Rbm22	18
Baz1a	12
Gm15099	X
Gm15084	X
Gm15094	X
Gm15096	X
Dock11	X
Myoz3	18
Synpo	18
Gm27014	12
Ndst1	18
Gm20403	12
Gm24296	12
Hsp90aa1	12
Gm49074	15
Gm10830	15
Gm16374	15
Gm28265	15
D930007P13Rik	15
Gm49477	15
Smug1	15
Ccdc134	15
Rps14	18
Mroh2b	15
2700097O09Rik	12
Gm8731	18
Dtna	18
Gm50468	X
Gm46350	12
Gm7511	12
Xlr3a	X
Lpin1	12
Cbx5	15
Gm20455	X
Ott	X
C7	15
Gm25652	15
Gm16077	15
Card6	15
Rpl37	15
Gm15092	X
Snord72	15
Gm10250	15
Gm15088	X
Gm15090	X
Prkaa1	15
Gm8346	X
Gm15093	X
Gm15098	X
Gm15089	X
Gm15938	15
Il13ra1	X
Srebf2	15
Gm8366	X
Gm15100	X
Gm15085	X
Cd74	18
Gm15086	X
Zcchc12	X
Mtbp	15
Gm14560	X
Gm6023	X
Gm14559	X
Gm10439	X
Xlr5a	X
Mir5107	18
Gm47898	18
Gm15972	18
Mapre2	18
Gm15101	X
Gm8383	X
Pwwp4a	X
Pwwp4b	X
Lonrf3	X
Wdr20	12
Gm49502	15
Mir33	15
Shisa8	15
Gm25047	X
Gm14568	X
Ntsr2	12
Sntb1	15
Gm15097	X
Mir6360	18
Gm23207	18
Gm46611	18
Rpl19-ps7	18
Zfp397	18
Gm46516	15
Gm10370	15
Ylpm1	12
Gm7595	15
Gm49210	15
Gm49211	15
Zscan30	18
Gm49212	15
Hba-ps3	15
Zfp35	18
Ttc33	15
Gm15095	X
Gm6268	X
Zfp24	18
Gm15087	X
Gm22364	X
Gm14569	X
Pgrmc1	X
Gm18085	18
Ino80c	18
Gm15091	X
Gm49213	15
Tnfrsf13c	15
Gm15102	X
Gm15103	X
Tcof1	18
Gm49503	15
Has2	15
Atrx	X
Hnrnpa1	15
Mok	12
Gm34396	16
Krtap20-2	16
Prox2os	12
	16
Krtap21-1	16
Srp54a	12
Krtap6-2	16
Ifitm7	16
Gm23655	16
Krtap8-1	16
Krtap7-1	16
Krtap11-1	16
Gm49696	16
Gm17844	16
Bmerb1	16
Ptger4	15
4921507G05Rik	12
Gm15806	16
Gm26912	12
Rabl3	16
Fam177a	12
Has2os	15
Gm15937	15
Prox2	12
Gm5673	15
Gm49093	15
Gm2582	15
Gm2157	15
Gm26178	15
Gm2150	15
Gm46496	15
5430437J10Rik	15
Gm15807	16
Gm38355	12
Gm49569	16
Gm2436	12
Gm15808	16
Gm18715	15
	15
Gm8043	15
Hgd	16
Gm49095	15
Gm48340	12
Gm8047	15
Gm23139	15
Zfp839	12
Slc22a22	15
Mpc1-ps	12
Srp54b	12
Gm49229	15
Gm18094	15
Gm49235	15
Gm46559	16
Ndufb4	16
Nfe2	15
Gm4600	16
Marf1	16
Arsi	18
Galnt1	18
Cenpm	15
Fam177a2	12
Gm8402	X
Gm5946	X
Gm2446	12
Gm15104	X
Gm26020	X
Gm48352	12
Gm15105	X
Akap17b	X
Cinp	12
Mir484	16
Fstl1	16
Gm14853	X
Gm23656	X
Rpl7-ps9	X
Xlr5b	X
Gm36028	16
Lrrc58	16
Zhx2	15
Gm15725	16
Gpr156	16
Gm16006	15
9330154K18Rik	15
1500009C09Rik	15
Derl1	15
Gm25140	16
Gm7701	18
Gm38410	18
Gsk3b	16
Mir187	18
Slc25a43	X
2700062C07Rik	18
Dlst	12
Gm23613	X
Spin2d	X
Copz1	15
Slc25a5	X
Rprd1a	18
Gm14549	X
Xlr3b	X
Slc39a6	18
Mir148b	15
Gm49482	15
Gpr84	15
Gm25617	16
Nr1i2	16
Zfp385a	15
Tmem29	X
Tbc1d31	15
Nde1	16
Camk2a	18
Srp54c	12
Gm15129	X
3110067C02Rik	X
Steep1	X
Gm48405	12
Gm49376	12
Greb1	12
Itga5	15
Gm14541	X
Magt1	X
Tiam1	16
Mir6963	15
Gm37322	15
Septin3	15
Ppp2r3c	12
Mir7220	18
Mir6982	18
Slc6a7	18
Gm48140	12
Gm48227	12
Rps6kl1	12
Cdx1	18
Elp2	18
Xlr4b	X
E2f6	12
Cfap91	16
Gm36495	12
Pgf	12
Wbp2nl	15
Maats1os	16
Naga	15
Gm45930	12
Gm2805	16
Gm7307	16
Gm49704	16
Tecpr2	12
Cox17	16
Gm21987	16
Cox7b	X
Sod1	16
F8a	X
Popdc2	16
Ube2a	X
Pla1a	16
Mocos	18
Adprh	16
Pheta2	15
D930030I03Rik	16
Cd80	16
Eif2b2	12
Smdt1	15
Pdgfrb	18
n-R5s41	15
Timmdc1	16
Gtsf1	15
Rps19-ps6	12
Gm49137	14
Gm18926	14
Gm49007	14
Prorp	12
Gm16973	14
Apex2	X
Gm24770	14
Gm15953	16
Gm9287	14
Gm33525	14
Poglut1	16
	14
Gm23276	14
Gm9290	14
Pspc1	14
Scaf4	16
Gm4479	14
Dach1	14
Csf1r	18
Ankrd9	12
Ndufa6	15
Nkrf	X
Gm48630	12
6030440G07Rik	12
Gm48631	12
Gm15008	X
Psma6	12
Xlr4c	X
Gtsf2	15
Gm25831	14
Gm16331	14
Gm26006	14
Cyp2d22	15
Gm46477	14
Gm22271	19
Gm49017	14
Gm50136	19
Gm26139	14
Gm27034	14
Gm49018	14
2410080I02Rik	19
Gm18148	14
Rpl36a-ps1	14
Klf9	19
Rpl18a-ps1	12
Zmym5	14
Rcor1	12
Mir1192	19
Gm49707	16
Rbm14	19
Gm49708	16
Gm49709	16
Gm49710	16
Hunk	16
Xlr3c	X
Mir6983	18
Gm21844	19
Cyp2d11	15
Hmgxb3	18
Habp2	19
Mir7684	15
Gm46379	12
Gm48632	12
Nckap1l	15
4930595D18Rik	12
Xlr5c	X
Mlh3	12
2410022M11Rik	14
Gm48906	14
Gm22498	14
Mzt1	14
Gm36001	16
Pwwp4-ps	X
1110008E08Rik	16
Gm8501	X
Gm22218	14
Gm49714	16
Gm8983	14
Alas2	X
Gm23406	16
Gm36169	16
Wdhd1	14
Gm49715	16
Mis18a	16
Mrap	16
Tmem39a	16
Mir6938	12
Gm46369	12
Gm26403	18
Nfkbia	12
Slc26a2	18
Fer1l6	15
Gm36634	12
Aldoart2	12
Gm45015	X
Mir3620	X
Insm2	12
Atp7a	X
Fhod3	18
Acyp1	12
Gm20712	15
Cyp2d10	15
Rock2	12
Ccs	19
Gm49149	14
Gm24378	14
Gm49150	14
4930542C16Rik	14
Socs4	14
Tmem65	15
Gm9502	14
Gm17103	16
Zmym2	14
Urb1	16
Gm24041	15
Ccdc87	19
Gm19267	15
Ube2d4	15
Ctsf	19
Trmt12	15
Rnf139	15
Gm49356	15
Tlr13	X
Zfp275	X
Dab2	15
Bora	14
Gm14856	X
Gm18336	X
Gm26726	X
Gm37741	X
Zfp92	X
Myh11	16
Actn3	19
4930428N03Rik	14
Zc2hc1c	12
Pgk1	X
Gm47906	14
B020004C17Rik	14
Gm10398	14
Gm48291	12
Gm47907	14
Gm22303	12
Gm38408	14
Nek9	12
Gm47909	14
Gja3	14
Gm32123	14
Gm32224	14
Mapk1ip1l	14
Smc5	19
Trex2	X
Gm49189	14
4930572O13Rik	14
Taf9b	X
Gjb2	14
Gm49190	14
Traf3	12
Gm4491	14
Zmiz1os1	14
Gm26660	14
Gm17747	14
Gjb6	14
Pde6a	18
Gm48725	14
Gm8996	14
Cryl1	14
Septin6	X
Gm23593	14
Gm8971	14
Gm29717	14
Dis3	14
Rps2-ps10	18
Gm9955	18
Tmed10	12
Tpgs2	18
Pqlc3	12
Ppargc1b	18
Gm47820	12
Lgals3	14
Gm47817	12
Gm47819	12
Gm40477	12
Amn	12
Mir378a	18
Gm8755	18
Gm25834	18
Lncbate10	18
Gm46637	18
A230087F16Rik	12
2410004P03Rik	12
AW554918	18
Gm14542	X
Sowahd	X
Gm41821	19
Gm24263	19
Gm26099	X
Gm48538	12
Gm24809	X
Zdhhc24	19
Ift88	14
Kcnf1	12
Pfkfb1	X
Fos	12
Arhgap31	16
Gm32296	12
Gm10054	12
Gm47863	12
Mamdc2	19
Jdp2	12
Arhgef37	18
Gm15530	16
Gm33312	12
Cep20	16
Batf	12
n-R5s64	12
Gm47901	12
Gm50445	19
Gm50443	19
Flvcr2	12
1700028P14Rik	19
Cyp2d9	15
Gm15836	14
Gm15868	16
Ift88os	14
Gm49517	16
Pibf1	14
Gm50422	19
B4galt4	16
Gm9493	19
Gm16558	18
Gm22144	19
Gm21542	19
Celf4	18
Gm6563	19
Pdia6	12
Ptar1	19
Gm50299	19
Haus7	X
Bbs1	19
Gm46501	15
Gm15575	16
Gm16311	15
Gm49421	15
Eva1c	16
Gm18888	15
Gm49419	15
Cyp2d32-ps	15
Il17d	14
Gm27825	15
Tdg-ps	15
Gm46525	15
Gm49026	14
Gm46524	15
Gm4412	14
Gm28023	15
Cdc42bpb	12
Zmiz1	14
Tatdn1	15
Rpl39	X
Snora69	X
Fnd3c2	X
Gm36363	16
Gm7831	16
	19
Apba1	19
Upk1b	16
Ndufb9	15
Gm49727	16
Tex55	16
Gm14852	X
Gm14857	X
Gm5133	X
C9	15
Gm15803	16
Mir6382	X
Gm14876	X
Gm15802	16
Upf3b	X
Cfap298	16
Gm47920	14
Gm47921	14
Erg28	12
Mir3075	14
Eef1akmt1	14
Gm50300	19
Gm50301	19
Fam189a2	19
Lbhd2	12
Klf5	14
Pde1b	15
Exoc3l4	12
1700039M10Rik	14
Gm22984	14
Gm25130	14
Igsf11	16
Gm49218	14
Gm50305	19
Gm49219	14
Gm6325	X
Gm49220	14
1700021P04Rik	19
Gm41230	14
Gm49225	14
Gm9298	14
Gm3227	18
Gm37093	14
Dpp3	19
Gm22970	14
Gm5958	14
0710001A04Rik	18
Gm7847	18
Klf12	14
Gm50304	18
Gm33228	18
Gm23674	18
Gm18089	18
Nkap	X
Gm7874	18
4930534H18Rik	16
Gm22500	16
Gm49977	18
Gm36742	16
Gm7729	18
Gm36903	16
Gm49978	18
4930517O19Rik	14
Gm8609	16
Gm33674	18
Gm5064	18
Gm16260	14
Lsamp	16
Gm24246	18
Gm41231	14
Gm6643	18
Gm26367	14
Gm34658	18
6330576A10Rik	14
Mif-ps10	18
Gm9302	14
Gm24345	14
BC051408	18
Gm49237	14
Gm49238	14
Gm33948	18
Gm23538	14
Gm49239	14
Prr30	14
Gm34743	18
Akap14	X
4930578E11Rik	18
Hspd1-ps5	14
Gm10425	12
4930527G23Rik	18
Xpo4	14
Gm7917	18
Ndufa1	X
Gm49980	18
Atp6v1c2	12
Pik3c3	18
Rnf113a1	X
Bgn	X
Ppp1r1a	15
Gm37508	16
Gm22543	16
Gm36939	16
Abcc1	16
Cyp2d12	15
Gm49361	14
Cyp2d33-ps	15
Gm49429	15
Cyp2d34-ps	15
Lats2	14
Glycam1	15
Gm9	X
Gm9108	15
Tjp2	19
Gm49272	15
Rhox1	X
Cyp2d34	15
Rhox2a	X
Gm49273	15
Gm49431	15
Gm49274	15
Gm49275	15
Cyp2d13	15
Fndc3c1	X
Gm26440	14
Gm20430	14
Sap18	14
Mucl1	15
Gm49491	15
Cyp2d35-ps	15
Gm21178	15
Fyb	15
Tnfaip2	12
Mir3077	14
Ska3	14
Gm28750	16
Gm49737	16
Gm49738	16
Gm23116	16
Gm49528	16
Gap43	16
Dlgap5	14
Gm1758	16
Mir6540	16
Gm49739	16
4932412D23Rik	16
A630010A05Rik	16
Gm7926	18
Cysltr1	X
Gm7930	18
Rpl29-ps5	18
Gm22870	18
Gm7936	18
Cyp2d36-ps	15
Gm41780	18
Snai2	16
Rhox3a	X
Rit2	18
Mtss1	15
Gm49530	16
Gm25547	16
Gm33696	16
Efcab1	16
Gm50310	19
Rhox4a	X
Gm50308	19
Gm7941	18
Peli3	19
Gm46336	12
Gm40578	12
Syt4	18
Gm5127	X
Gm266	12
Nol10	12
Gm26658	18
Gm24622	X
Gm14877	X
Gm14878	X
Gm14879	X
Csnk1a1	18
Gm9200	X
Gm24491	X
Gm14882	X
Rhox3a2	X
Gm49536	16
Gm7731	16
Gm5404	16
Gm21897	16
Gm6031	16
Fxn	19
Gm7085	16
Gm14881	X
Gm14880	X
Rhox4a2	X
Synj1	16
Rtl3	X
Gm2245	15
Rhox2b	X
Gm16216	19
Gm7666	15
Rhox3b-ps	X
4930544F09Rik	15
Mrpl11	19
Mir3066	12
Cyp2d37-ps	15
Gm36752	12
Lpar4	X
Odc1	12
Rhox4b	X
Rpl7-ps8	15
Gm7691	15
Mucl2	15
P2ry10	X
Gm36617	15
Cyp2d38-ps	15
Npas4	19
Zfp572	15
Rhox2c	X
Cyp2d39-ps	15
Gm49433	15
Cyp2d40	15
Gm22748	12
Gm36862	12
Gm48290	12
Cyp2d41-ps	15
Mrpl57	14
Gm48313	12
P2ry10b	X
Gm22738	14
Hpcal1	12
Gm8353	14
Gm50382	19
Gm48975	14
Pip5k1b	19
Sqle	15
Tbc1d4	14
Gm49326	12
Gm48315	12
Gm49329	12
Gm14834	X
Gm14836	X
Rhox3c	X
Gm49331	12
B430203G13Rik	12
Gm49327	12
Rhox4c	X
Gm48317	12
Gm49330	12
Gm48319	12
Gm48318	12
Gm49328	12
Gm48347	12
Tro	X
Gm9229	12
Gm48354	12
Cyp2d26	15
Gm48355	12
Bnip3l-ps	12
Gm15965	16
Gm40879	12
4930404I05Rik	16
Gm19368	12
Gm46312	12
Ube2v2	16
Gm7093	12
Gm49435	15
Gm9231	12
Zfp996	12
Tcf20	15
Gm48392	12
5730507C01Rik	12
Gm19786	12
Gm48398	12
Gm48409	12
Gm49760	12
Gm9237	12
Gm49538	16
Gm7748	16
Gm48411	12
Pip5k1bos	19
Mcm4	16
Gm48446	12
Fam122a	19
Gm46313	12
Gm50341	19
Tmem252	19
Gm20324	15
Gm40847	12
Gm49370	12
Mir3080	15
Gm29019	15
Pgm5	19
Gm46338	12
Gm49764	12
Rictor	15
Gm48472	12
Gm9249	12
Gm48516	12
Gm40849	12
Eif5	12
Gm17800	19
Gm50342	19
Gm10053	19
Foxd4	19
Nrap	19
Paxbp1	16
Zdhhc20	14
Atp2b3	X
Gm34417	14
Fbxo34	14
4931406G06Rik	16
4932438H23Rik	16
H3f3a-ps2	16
Gm49611	16
Gm49612	16
Gm41492	16
Gm49613	16
Gm49614	16
Olig2	16
Gm37016	16
Olig1	16
Washc5	15
Gm15966	16
Gm9158	12
Gm25179	16
Snora28	12
Gm48248	12
Gm48523	12
Gm48525	12
Zbtb20	16
2810029C07Rik	12
Gm48528	12
Gm5953	12
Commd6	14
Gm49957	12
Gm48540	12
Gm46339	12
Gm9255	12
Gm48609	13
Gm4810	13
Gm48576	12
Rhox2d	X
Gm47361	13
Gm5784	12
Gm23972	13
Gm48986	14
Gm47190	13
Gm35166	14
Gm29737	12
Gm47316	13
Gm49769	12
Gm47191	13
Micu2	14
Gm6802	12
Gm26494	X
Gm9730	X
Gm47193	13
Gm6943	12
1700029F12Rik	13
Rhox3d-ps	X
Gm49372	12
Rhox4d	X
Gm49371	12
Gm48625	12
Gm5791	13
Gm9257	12
Gm4935	13
Gm48635	12
Gm47194	13
Gm48636	12
Gm7065	13
Dusp9	X
Gm48637	12
Gm48638	12
Cntnap3	13
Gm48641	12
Gm9259	12
Gm48643	12
3110083C13Rik	14
Gm49379	12
Gm9012	14
Gm48644	12
Gm15132	X
Uchl3	14
Gm21863	12
Gpr174	X
Gm48645	12
Gm40853	12
Gm48647	12
Eif1-ps2	13
Gm49381	12
Gm9265	12
Ofcc1	13
Gm49382	12
Gm49692	12
Gm25396	18
Gm5241	18
Gm48667	12
Gm18075	14
Gm48668	12
Bvht	18
Gm49269	14
Gm9922	14
Gm9269	12
Mir145a	18
Mir143	18
Carmn	18
Fgf9	14
Gm49690	12
Gm49697	12
Nsmce2	15
Gm40881	12
Slc25a46	18
Gm49929	12
Mrto4-ps1	12
Gm15131	X
Gm10479	12
Gm9208	X
Gm49698	12
Gm14833	X
Gm48669	12
Gm5392	X
Gm4012	12
Gm17109	14
Gm18080	14
Gm33321	14
Rhox2e	X
Gm48688	12
Gm48693	12
Gm16476	12
Atg14	14
Gm49700	12
B930094E09Rik	18
Gm49699	12
Fam169a	13
Il17b	18
1700030C10Rik	12
Gm36677	15
Itm2a	X
Gm28503	12
Trib1	15
Gm38165	18
Pcyox1l	18
3110053B16Rik	12
Gm20150	15
Gm19510	15
Nfam1	15
Zfp125	12
Gm14835	X
4933401B06Rik	X
Grpel2	18
Gm10478	12
Gm25614	14
Gm9022	14
Rhox3e	X
Gm49004	14
Mark3	12
Rpl13-ps3	14
Gm6616	14
Gm48447	14
Gm33472	14
Gm41162	14
Spata31	13
Gm48453	14
1500015A07Rik	18
Rhox4e	X
1700129C05Rik	14
Afap1l1	18
Gm8352	13
Rhox2f	X
Gm4811	13
Gm47038	13
Gm19522	16
Gm47039	13
Gm6888	13
Ndufs5-ps	16
Gm25873	16
Gm15712	16
Gm6169	13
Rhox3f	X
Gm37946	16
Gm15711	16
Gm47041	13
Gm5142	14
Gm9979	13
Gm9968	16
Gm15713	16
Spata31d1c	13
Mir568	16
Tigit	16
Rcbtb1	14
Rhox4f	X
Gm49734	16
Nsa2	13
Gm49735	16
Prkdc	16
Rhox3g	X
Dppa3-ps	X
Gm24493	X
Rhox2g	X
Prss47	13
Mfsd14b	13
Tbx22	X
Gm7708	15
Sap130	18
Gm7083	15
Gm7713	15
4933412E24Rik	15
Gm25875	15
Osmr	15
Phf11	14
Gm3785	13
Phf11a	14
9330199G10Rik	13
Olfr465-ps1	13
Gm18363	13
Olfr466	13
Phf11b	14
Gm24130	13
Rhox4g	X
Epdr1	13
2610002M06Rik	X
Lmo7	14
Tfap2a	13
Gm48286	12
Rhox3h	X
Ralgapa1	12
Gm2682	15
Slc29a2	19
Gm46507	15
Gm4774	15
Gm17892	15
Gm24147	X
Gm38282	15
Rhox2h	X
Gm6392	15
Gm48946	15
Gm50060	18
Ablim3	18
Gm23835	15
Gm7086	15
Rhox7-ps2	X
Rhox2-ps	X
Gm48947	15
Tent5d	X
Lratd2	15
9930014A18Rik	15
A1bg	15
Wmp	X
4930402D18Rik	15
Gm14849	X
Gm378	X
Gm48951	15
Drd3	16
Gm38563	15
Maged2	X
Gm49497	15
Gm29904	15
Gm24696	15
D030024E09Rik	15
Gm49498	15
Gm47061	13
Gm18154	15
Gm26688	13
Gm37947	15
Sfrp4	13
Serhl	15
Gm37774	18
Gm26074	16
Gm49511	16
Ammecr1l	18
Mzt2	16
Gm17197	19
Gm20082	16
Cebpd	16
B4gat1	19
Qtrt2	16
Gm47067	13
Gm48107	13
