mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome
Gm10100	10	KRTAP10-6	21
Cdkn2b	4	CDKN2B	9
Maff	15	MAFF	22
Osm	11	OSM	22
H2al1h	X	H2AL3	X
Dhrs7	12	DHRS7	14
Iglc1	16	IGLC2	22
Iglc1	16	IGLL5	22
Iglc1	16	IGLL1	22
Iglc1	16	IGLC3	22
Iglc1	16	IGLC1	22
Corin	5	CORIN	4
Lman1	18	LMAN1	18
Rai2	X	RAI2	X
Wdr1	5	WDR1	4
Zfp518b	5	ZNF518B	4
Gm40460	7	KRTAP10-6	21
Gm40460	7	KRTAP10-11	21
Klhl4	X	KLHL4	X
Mpped1	15	MPPED1	22
Gm25913	12	SCARNA17	18
Defb28	2	DEFB115	20
Psapl1	5	PSAPL1	4
Eva1c	16	EVA1C	21
Shld1	2	SHLD1	20
Jade3	X	JADE3	X
Gm45015	X	PNMA6F	X
Gm45015	X	PNMA6E	X
Ccdc68	18	CCDC68	18
Ighv1-11	12	IGHV1OR21-1	21
Pspc1	14	PSPC1	13
Rem1	2	REM1	20
Cdh7	1	CDH7	18
Tasp1	2	TASP1	20
Unc79	12	UNC79	14
Mgat2	12	MGAT2	14
Psen1	12	PSEN1	14
Gm22739	10	RNU1-139P	21
Ifna14	4	IFNA16	9
Ifna14	4	IFNA2	9
Ifna14	4	IFNA6	9
Ifna14	4	IFNA13	9
Ifna14	4	IFNA7	9
Ifna14	4	IFNA17	9
Ifna5	4	IFNA16	9
Ifna5	4	IFNA2	9
Ifna5	4	IFNA6	9
Ifna5	4	IFNA13	9
Ifna5	4	IFNA7	9
Ifna5	4	IFNA17	9
	4	RN7SKP182	18
Ighv1-67	12	IGHV1OR21-1	21
Mcat	15	MCAT	22
Idh3b	2	IDH3B	20
Spata13	14		13
Spata13	14	SPATA13	13
Ift27	15	IFT27	22
Sh3kbp1	X	SH3KBP1	X
Tmem30b	12	TMEM30B	14
Cdc42bpb	12	CDC42BPB	14
Cst10	2	CST3	20
Cst8	2	CST8	20
Nudt11	X	NUDT11	X
Pin4	X	PIN4	X
Krtap10-4	10	KRTAP10-6	21
Krtap10-4	10	KRTAP10-11	21
Cby2	14	CBY2	13
Sirpb1b	3		20
Sirpb1b	3	SIRPG	20
Mir155	16	MIR155	21
Mis18bp1	12	MIS18BP1	14
Ccdc171	4	CCDC171	9
Ifnab	4	IFNA16	9
Ifnab	4	IFNA2	9
Ifnab	4	IFNA6	9
Ifnab	4	IFNA13	9
Ifnab	4	IFNA7	9
Ifnab	4	IFNA17	9
Slc19a1	10	SLC19A1	21
Blcap	2	BLCAP	20
Ighv1-85	12	IGHV1OR21-1	21
Kcnj6	16	KCNJ6	21
Smarca2	19	SMARCA2	9
Suv39h2	2	SUV39H2	10
Gm25322	1	RNU6-702P	18
Mocos	18	MOCOS	18
Tbc1d22a	15	TBC1D22A	22
Ak3	19	AK3	9
Gm24374	10	RNU6-123P	21
Ighv1-81	12	IGHV1OR21-1	21
Mzt1	14	MZT1	13
N6amt1	16	N6AMT1	21
Ighv3-6	12	IGHV4-34	14
Pdcd1lg2	19	PDCD1LG2	9
Kin	2	KIN	10
Pomp	5	POMP	13
Gm50364	18		18
Gm50364	18	IER3IP1	18
Gm24451	2	SNORA51	20
Celf4	18	CELF4	18
Ctif	18	CTIF	18
Bex3	X	BEX3	X
Atg4a-ps	3	ATG4A	X
Ighv1-47	12	IGHV1OR21-1	21
Gm36176	10	KRTAP10-6	21
Gm36176	10	KRTAP10-11	21
	14	RNU6-113P	21
Catsperb	12	CATSPERB	14
Ighv1-63	12	IGHV1OR21-1	21
Nhlrc3	3	NHLRC3	13
Atg4a	X	ATG4A	X
Gm24788	1	RNU1-134P	20
Fam114a1	5	FAM114A1	4
Tgm3	2		20
Gm28360	1	ZNF519	18
Defb22	2	DEFB127	20
Defb22	2	DEFB121	20
Rbbp8	18	RBBP8	18
Cpxcr1	X	CPXCR1	X
Mphosph8	14	MPHOSPH8	13
Mn1	5	MN1	22
Ednrb	14	EDNRB	13
Mnat1	12	MNAT1	14
Rnf125	18	RNF125	18
Rmc1	18	RMC1	18
Ppp1r16b	2	PPP1R16B	20
Pcdh8	14	PCDH8	13
Colec12	18	COLEC12	18
Pcdh20	14	PCDH20	13
H2al1n	X	H2AL3	X
Kif4	X	KIF4A	X
Mxd4	5	MXD4	4
Xlr5c	X	FAM9B	X
Xlr5c	X	FAM9C	X
Xlr5c	X	FAM9A	X
Ighv1-23	12	IGHV1OR21-1	21
Bmp7	2	BMP7	20
Postn	3	POSTN	13
Magee2	X	MAGEE2	X
Son	16	SON	21
Zfp54	17	ZNF519	18
Cyth4	15	CYTH4	22
6430550D23Rik	2	C20orf173	20
Ighv1-19	12	IGHV1OR21-1	21
Klf6	13	KLF6	10
H2al1d	X	H2AL3	X
Cytl1	5	CYTL1	4
Cdh20	1	CDH20	18
Serpina7	X	SERPINA7	X
Pign	1	PIGN	18
Cdk5rap1	2	CDK5RAP1	20
Gm19402	10	KRTAP10-6	21
Gm19402	10	KRTAP10-11	21
Tcl1b1	12	TCL1B	14
Slain2	5	SLAIN2	4
Gm7138	10	KRTAP10-6	21
Gm7138	10	KRTAP10-11	21
Kcns1	2	KCNS1	20
Syndig1l	12	SYNDIG1L	14
Atxn10	15	ATXN10	22
Mrpl39	16	MRPL39	21
Tex13b	X	TEX13B	X
Prr5	15	PRR5	22
Dtd1	2		20
Pofut2	10	POFUT2	21
Tbc1d4	14	TBC1D4	13
Ybey	10	YBEY	21
Gm527	12	C14orf28	14
Lipg	18	LIPG	18
Gm22452	13	RNU6-614P	21
Gm22452	13	RNU6-721P	18
Wdr4	17	WDR4	21
Ttll1	15	TTLL1	22
Ppm1a	12	PPM1A	14
Rbl1	2	RBL1	20
	12	RN7SKP140	20
Kcnb1	2	KCNB1	20
Ighv1-78	12	IGHV1OR21-1	21
Atg2b	12	ATG2B	14
Gm45618	7	KRTAP10-6	21
Gm45618	7	KRTAP10-11	21
B3glct	5	B3GLCT	13
Cd226	18	CD226	18
Tshz2	2	TSHZ2	20
Akap5	12	AKAP5	14
Trp53inp2	2	TP53INP2	20
Pdxk	10	PDXK	21
Sez6l	5	SEZ6L	22
Msx1	5	MSX1	4
Haus6	4	HAUS6	9
Flrt3	2	FLRT3	20
Slc14a2	18	SLC14A2	18
Itgb2	10	ITGB2	21
1700021F07Rik	2	C20orf85	20
Ighv1-34	12	IGHV1OR21-1	21
Awat1	X	AWAT1	X
Nufip1	14	NUFIP1	13
Yes1	5	YES1	18
Rtraf	14	RTRAF	14
Xkrx	X	XKRX	X
Map1lc3a	2	MAP1LC3A	20
Nfatc2	2	NFATC2	20
Xpnpep3	15	XPNPEP3	22
Lurap1l	4	LURAP1L	9
Grp	18	GRP	18
Pcnx4	12	PCNX4	14
Atp5o	16	DONSON	21
Jag1	2	JAG1	20
Kdelr3	15	KDELR3	22
Magea13	X	MAGEC2	X
Magea13	X	MAGEC3	X
Magea13	X	MAGEA8	X
Magea13	X	MAGEA11	X
Magea13	X	MAGEC1	X
Nelfcd	2	NELFCD	20
Mc3r	2	MC3R	20
Osbp2	11	OSBP2	22
Ddhd1	14	DDHD1	14
Fos	12	FOS	14
Zfp280b	10	ZNF280B	22
Polr3f	2	POLR3F	20
Gm25402	6		20
Tbc1d8b	X	TBC1D8B	X
Krtap5-2	7	KRTAP10-6	21
Krtap5-2	7	KRTAP10-11	21
App	16	APP	21
Bace2	16	BACE2	21
Fbxo7	10	FBXO7	22
Grap2	15	GRAP2	22
Bpifb1	2	BPIFB1	20
Agpat3	10	AGPAT3	21
Pdgfb	15	PDGFB	22
Gm9112	X	FAM236B	X
Gm9112	X	FAM236C	X
Tomm34	2	TOMM34	20
Tceal3	X	TCEAL5	X
Med14	X	MED14	X
Ighv1-75	12	IGHV1OR21-1	21
Smu1	4	SMU1	9
Pwwp3b	X	PWWP3B	X
Zbtb7c	18	ZBTB7C	18
Ttc6	12	TTC6	14
Ldoc1	X	LDOC1	X
Ncam2	16	NCAM2	21
Ttc39c	18	TTC39C	18
Nap1l2	X	NAP1L2	X
Dcaf4	12	DCAF4	14
Klf8	X	KLF8	X
Hrh4	18	HRH4	18
Ttc3	16	TTC3	21
Zc4h2	X	ZC4H2	X
Tnfrsf11a	1	TNFRSF11A	18
Six4	12	SIX4	14
Cipc	12	CIPC	14
Gm15262	X	BEND2	X
Gm25867	11	RNU6-426P	21
Cmc4	X	CMC4	X
Ninl	2	NINL	20
Stx16	2	STX16	20
Stx16	2	STX16-NPEPL1	20
Ighv1-82	12	IGHV1OR21-1	21
Fgf13	X	FGF13	X
Cpz	5	CPZ	4
Myt1	2	MYT1	20
Zbed4	15	ZBED4	22
Sytl5	X	SYTL5	X
Fermt2	14	FERMT2	14
2700062C07Rik	18	C18orf21	18
Ighv1-62-1	12	IGHV1OR21-1	21
Fgf16	X	FGF16	X
Fundc1	X	FUNDC1	X
Psmg2	18	PSMG2	18
Gpr33	12	GPR33	14
Mrap	16	MRAP	21
Serpinb7	1	SERPINB7	18
Trmt2b	X	TRMT2B	X
Gm26055	12	RNU6-1038P	18
Pttg1	11	PTTG2	4
Snta1	2	SNTA1	20
Zfp24	18	ZNF24	18
Gm25577	12	RNU6-737P	18
H2al1j	X	H2AL3	X
Gm22087	10	RNU6-1150P	21
Gm24521	19	RNU6-435P	18
AW554918	18	KIAA1328	18
Cdh2	18	CDH2	18
Gins1	2	GINS1	20
Slc9a7	X	SLC9A7	X
Ighv14-1	12	IGHV1OR21-1	21
Smc1b	15	SMC1B	22
Mbp	18	MBP	18
Sh3bgr	16	GET1-SH3BGR	21
Cldn14	16	CLDN14	21
Slc2a9	5	SLC2A9	4
H2al2a	2	H2AL3	X
Krtap1-4	11	KRTAP10-11	21
Svs2	2	SEMG2	20
Svs2	2	SEMG1	20
Gm3233	10	KRTAP10-6	21
Gm3233	10	KRTAP10-11	21
Pfdn4	2	PFDN4	20
Clic6	16	CLIC6	21
Gm22809	7		21
Ighv3-5	12	IGHV4-34	14
Atp5o	16	ATP5PO	21
Atp5o	16		21
Clock	5	CLOCK	4
Ndufv2	17	NDUFV2	18
Bpifa5	2	BPIFA1	20
Rhox13	X	RHOXF1	X
Srpx	X	SRPX	X
Plekhd1	12	PLEKHD1	14
Ighv3-1	12	IGHV4-34	14
H2al1i	X	H2AL3	X
1810030O07Rik	X	CXorf38	X
Ighv1-16	12	IGHV1OR21-1	21
Ighv1-39	12	IGHV1OR21-1	21
Klhl14	18	KLHL14	18
Rnf152	1	RNF152	18
H2al2b	Y	H2AL3	X
Ubac2	14	UBAC2	13
Vsig4	X	VSIG4	X
Magee1	X	MAGEE1	X
Cdc37l1	19	CDC37L1	9
9930021J03Rik	19	KIAA2026	9
Fut8	12	FUT8	14
Dok5	2	DOK5	20
Bpifb6	2	BPIFB6	20
Rae1	2	RAE1	20
Kcne2	16	KCNE2	21
Plcb1	2	PLCB1	20
Gm23187	2	SNORD86	20
Rax	18	RAX	18
Eola1	X	EOLA2	X
Eola1	X	EOLA1	X
Gm25853	16		20
Pof1b	X	POF1B	X
Tmprss3	17	TMPRSS3	21
Scrt2	2	SCRT2	20
Rtl5	X	RTL5	X
Rbbp9	2	RBBP9	20
Pgrmc1	X	PGRMC1	X
Slc35e4	11	SLC35E4	22
Scaf4	16	SCAF4	21
Hmx1	5	HMX1	4
Dcc	18	DCC	18
Optn	2	OPTN	10
Kpna3	14	KPNA3	13
Sirpb1a	3		20
Sirpb1a	3	SIRPG	20
U2af1	17	U2AF1	21
Naa30	14	NAA30	14
Spry2	14	SPRY2	13
Tex13a	X	TEX13B	X
Gm4737	16	AHCY	20
Nxf3	X	NXF3	X
Paxbp1	16	PAXBP1	21
Elp2	18	ELP2	18
Cct8l1	5	CCT8L2	22
Ppargc1a	5	PPARGC1A	4
Gm18336	X	PNMA6F	X
Gm18336	X	PNMA6E	X
Pwwp4a	X	PWWP4	X
Tec	5	TEC	4
Tbc1d25	X	TBC1D25	X
Pcnx	12	PCNX1	14
Sirpa	2		20
Sirpa	2	SIRPG	20
Slc25a47	12	SLC25A47	14
Qdpr	5	QDPR	4
Dscam	16	DSCAM	21
Rnf4	5	RNF4	4
Wfdc5	2	WFDC5	20
Exoc1	5	EXOC1	4
Tmem47	X	TMEM47	X
Siglec15	18	SIGLEC15	18
Hdac8	X	HDAC8	X
Hdac8	X		X
Zar1	5	ZAR1	4
Sall4	2	SALL4	20
Pcnt	10	PCNT	21
Pnpla3	15	PNPLA3	22
Ndufv3	17	NDUFV3	21
Fancm	12	FANCM	14
Jam2	16	JAM2	21
Lrr1	12	LRR1	14
Iglc3	16	IGLC2	22
Iglc3	16	IGLL5	22
Iglc3	16	IGLL1	22
Iglc3	16	IGLC3	22
Iglc3	16	IGLC1	22
Mis18a	16	MIS18A	21
Kcnip4	5	KCNIP4	4
Mcm8	2		20
Tst	15	TST	22
Map7d3	X	MAP7D3	X
Plgrkt	19	PLGRKT	9
Ccdc117	11	CCDC117	22
Gata5	2	GATA5	20
Klhl34	X	KLHL34	X
Pabpc5	X	PABPC5	X
Bex2	X	BEX1	X
Ankrd60	2	ANKRD60	20
Zfp397	18	ZNF397	18
Slc17a9	2	SLC17A9	20
Phka1	X	PHKA1	X
Dcaf8l	X	DCAF8L1	X
Uprt	X	UPRT	X
S100g	X	S100G	X
Jkamp	12	JKAMP	14
Nox1	X	NOX1	X
Pdxp	15	PDXP	22
Snord110	2	SNORD110	20
Bpifa3	2	BPIFA3	20
Akain1	17	AKAIN1	18
H2al1o	X	H2AL3	X
Fkbp3	12	FKBP3	14
Cdx2	5	CDX2	13
Brs3	X	BRS3	X
Evc	5	EVC	4
Nubpl	12	NUBPL	14
Dtd2	12	DTD2	14
St8sia3	18	ST8SIA3	18
Six1	12	SIX1	14
Akr1e1	13	AKR1E2	10
Itih2	2	ITIH2	10
Gm22960	13	RNU6-614P	21
Gm22960	13	RNU6-721P	18
Smox	2	SMOX	20
Slc16a2	X	SLC16A2	X
Gm25443	19		18
Rnf128	X	RNF128	X
Tox2	2	TOX2	20
Acss2	2	ACSS2	20
Acss1	2	ACSS1	20
Ggt1	10	GGTLC1	20
Ggt1	10	GGT2	22
Ggt1	10	GGTLC3	22
Slc25a29	12	SLC25A29	14
Itih5	2	ITIH5	10
Mir99a	16	MIR99A	21
Defb23	2	DEFB129	20
Gm5678	16	CBR1	21
Rbm47	5	RBM47	4
Pknox1	17	PKNOX1	21
Ighv1-37	12	IGHV1OR21-1	21
Srsf5	12	SRSF5	14
S100b	10	S100B	21
Gtf2f2	14	GTF2F2	13
Gm23996	10		21
Angpt4	2	ANGPT4	20
Fam118a	15	FAM118A	22
Ets2	16	ETS2	21
Cplx1	5	CPLX1	4
Pygb	2	PYGB	20
Eif2s2	2	EIF2S2	20
Cct8	16	CCT8	21
Upf2	2	UPF2	10
Defb20	2	DEFB128	20
Rnf17	14	RNF17	13
Morc4	X	MORC4	X
Rwdd2b	16	RWDD2B	21
Pwwp4c	X	PWWP4	X
Rrp1	10	RRP1	21
Fancb	X	FANCB	X
Awat2	X	AWAT2	X
Shroom2	X	SHROOM2	X
Aire	10	AIRE	21
Bod1l	5	BOD1L1	4
Gpr50	X	GPR50	X
Syngr1	15	SYNGR1	22
Slit2	5	SLIT2	4
Ndp	X	NDP	X
Sycp2	2	SYCP2	20
Sec61a2	2	SEC61A2	10
Cdh26	2	CDH26	20
Phf21b	15	PHF21B	22
Gm9774	3	ADRM1	20
Ripk4	16	RIPK4	21
Ncoa3	2	NCOA3	20
Cst3	2	CST3	20
Ptchd1	X	PTCHD1	X
Cited1	X	CITED1	X
Gm23706	16	SNORD86	20
4931417E11Rik	6	JKAMP	14
Edn3	2	EDN3	20
Rimbp3	16	RIMBP3	22
Pvalb	15	PVALB	22
Krtap13-1	16	KRTAP13-1	21
Krtap13-1	16	KRTAP13-2	21
Tgds	14	TGDS	13
Gm28168	1	ZNF519	18
Smpx	X	SMPX	X
Pibf1	14	PIBF1	13
Dip2c	13	DIP2C	10
Insm1	2	INSM1	20
4932438H23Rik	16	C21orf62	21
Pwwp4b	X	PWWP4	X
Ttr	18	TTR	18
Gm4756	12	DHRS7	14
Efhc2	X	EFHC2	X
Ncoa6	2	NCOA6	20
H2al1k	X	H2AL3	X
Gm24378	14	RNU6-142P	18
Rps21	2	RPS21	20
Usp16	16	USP16	21
Zbtb14	17	ZBTB14	18
Ankrd29	18	ANKRD29	18
Nap1l3	X	NAP1L3	X
H2al1b	X	H2AL3	X
Nova1	12	NOVA1	14
Thoc2l	5	THOC2	X
Insl6	19	INSL6	9
Eif4enif1	11	EIF4ENIF1	22
Dyrk1a	16	DYRK1A	21
Fam207a	10	SLX9	21
Ncf4	15	NCF4	22
Ighv1-61	12	IGHV1OR21-1	21
Six6	12	SIX6	14
H2al2c	Y	H2AL3	X
Tm9sf2	14	TM9SF2	13
Tff2	17	TFF2	21
Mospd1	X	MOSPD1	X
Rprd1b	2	RPRD1B	20
Pfkfb3	2	PFKFB3	10
Rhoj	12	RHOJ	14
Xlr5a	X	FAM9B	X
Xlr5a	X	FAM9C	X
Xlr5a	X	FAM9A	X
Dmrta1	4	DMRTA1	9
Ankrd9	12	ANKRD9	14
Mageh1	X	MAGEH1	X
Tmem121b	6	TMEM121B	22
	1	RNA5SP528	20
	1	RNA5SP532	20
Krtap26-1	16	KRTAP26-1	21
Fgd1	X	FGD1	X
Tceal9	X	TCEAL9	X
Nkx2-2	2	NKX2-2	20
Uspl1	5	USPL1	13
Xlr5b	X	FAM9B	X
Xlr5b	X	FAM9C	X
Xlr5b	X	FAM9A	X
Rnf165	18	RNF165	18
Gm4559	7	KRTAP10-6	21
Gm4559	7	KRTAP10-11	21
Zfp521	18	ZNF521	18
Cbr1	16	CBR1	21
Tceal6	X	TCEAL5	X
Cnmd	14	CNMD	13
Fgfrl1	5	FGFRL1	4
Rcl1	19	RCL1	9
Ptpn21	12	PTPN21	14
Ighv14-4	12	IGHV1OR21-1	21
Impa2	18	IMPA2	18
Oprl1	2	OPRL1	20
Spin4	X	SPIN4	X
Peli2	14	PELI2	14
Pole2	12	POLE2	14
Ifna4	4	IFNA16	9
Ifna4	4	IFNA2	9
Ifna4	4	IFNA6	9
Ifna4	4	IFNA13	9
Ifna4	4	IFNA7	9
Ifna4	4	IFNA17	9
Shisal1	15	SHISAL1	22
Isx	8	ISX	22
1700011M02Rik	X	FAM236B	X
1700011M02Rik	X	FAM236C	X
Glra2	X	GLRA2	X
D630003M21Rik	2	KIAA1755	20
Cfap298	16	CFAP298	21
Cfap298	16	CFAP298-TCP10L	21
Tceal7	X	TCEAL7	X
Riox1	12	RIOX1	14
Pou4f1	14	POU4F1	13
Pfkfb1	X	PFKFB1	X
Tmem215	4	TMEM215	9
Tff1	17	TFF1	21
Enthd1	15	ENTHD1	22
Maob	X	MAOB	X
Gm10024	10	KRTAP10-6	21
Tmem33	5	TMEM33	4
F8	X	F8	X
Ctnnbl1	2	CTNNBL1	20
Samd10	2	SAMD10	20
Card10	15	CARD10	22
Cst9	2	CST9L	20
Dym	18	DYM	18
Lrrc3	10	LRRC3	21
Gm42791	5	KATNAL1	13
Xk	X	XK	X
Gid8	2	GID8	20
Mindy3	2	MINDY3	10
Slc25a15	8	SLC25A15	13
Mtcl1	17	MTCL1	18
Mirlet7c-1	16	MIRLET7C	21
Prex1	2	PREX1	20
Vstm2l	2	VSTM2L	20
Gpcpd1	2	GPCPD1	20
Raly	2	RALY	20
Wdr19	5	WDR19	4
Gm26003	2	SNORA71A	20
Gm24928	16	RNU6-497P	20
Dsg3	18	DSG3	18
Pi4ka	16	PI4KA	22
Bpi	2	BPI	20
Was	X	WAS	X
Znrf3	11	ZNRF3	22
Btg3	16	BTG3	21
Gm26224	1	SNORD74B	21
Gm5150	3		20
Gm5150	3	SIRPG	20
Ripply3	16	RIPPLY3	21
Ccdc177	12	CCDC177	14
Uckl1	2	UCKL1	20
Dynlt3	X	DYNLT3	X
Klhl1	14	KLHL1	13
Tcl1b2	12	TCL1B	14
Nrk	X	NRK	X
Ighv1-9	12	IGHV1OR21-1	21
Slc25a43	X	SLC25A43	X
Lgals1	15	LGALS1	22
Ighv1-49	12	IGHV1OR21-1	21
0610040J01Rik	5	C4orf19	4
Ighv1-62-3	12	IGHV1OR21-1	21
Gm25687	4	RN7SL864P	20
Lif	11	LIF	22
Trmt5	12	TRMT5	14
Cyyr1	16	CYYR1	21
Mir133a-2	2	MIR133A2	20
Pla2g3	11	PLA2G3	22
Nrde2	12	NRDE2	14
Ighv1-18	12	IGHV1OR21-1	21
Sik1	17	SIK1B	21
Sik1	17	SIK1	21
Samm50	15	SAMM50	22
Gabra3	X	GABRA3	X
Akap4	X	AKAP4	X
Ighv1-77	12	IGHV1OR21-1	21
Defb19	2	DEFB119	20
Gatd3a	10	GATD3B	21
Gatd3a	10		21
Gatd3a	10	GATD3A	21
Tcp10c	17	TCP10L	21
Cdc123	2	CDC123	10
Sumo3	10	SUMO3	21
Prkx	X	PRKX	X
Tsr2	X	TSR2	X
Cd93	2	CD93	20
Ighv1-5	12	IGHV1OR21-1	21
Tlr6	5	TLR6	4
Dcaf12l1	X	DCAF12L2	X
Nanp	2	NANP	20
Prdm15	16	PRDM15	21
Tmem230	2	TMEM230	20
Snai1	2	SNAI1	20
Hmgn5	X	HMGN5	X
Ero1a	14	ERO1A	14
Clcn5	X	CLCN5	X
Sun5	2	SUN5	20
Ralbp1	17	RALBP1	18
Slc35c2	2	SLC35C2	20
Lama5	2	LAMA5	20
Ighv3-8	12	IGHV4-34	14
Gm14698	X	STYX	14
Mmp11	10	MMP11	22
Cd40lg	X	CD40LG	X
Uqcc1	2	UQCC1	20
Ighv1-74	12	IGHV1OR21-1	21
Krtap27-1	16	KRTAP27-1	21
Rell1	5	RELL1	4
Eda2r	X	EDA2R	X
Maged2	X	MAGED2	X
Hopx	5	HOPX	4
Pou3f4	X	POU3F4	X
Gm22871	10		21
Cab39l	14	CAB39L	13
Rnf212	5	RNF212	4
Gm24989	11	SNORD86	20
Slc5a3	16	SLC5A3	21
Mir1a-1	2	MIR1-1	20
Mir187	18	MIR187	18
Gm10272	10	KRTAP10-6	21
Ighv1-58	12	IGHV1OR21-1	21
Gm22199	13		20
Urb1	16	URB1	21
Asmt	X	ASMT	X
1700123L14Rik	6	NUP50	22
Ap5m1	14	AP5M1	14
Sirpb1c	3		20
Sirpb1c	3	SIRPG	20
Spata2	2	SPATA2	20
Mapk4	18	MAPK4	18
Ighv1-4	12	IGHV1OR21-1	21
Rbm3	X	RBM3	X
Zdhhc15	X	ZDHHC15	X
Zcchc2	1	ZCCHC2	18
Dlgap1	17	DLGAP1	18
Gabpa	16	GABPA	21
Yy1	12	YY1	14
Ccna1	3	CCNA1	13
Cybb	X	CYBB	X
Defb36	2	DEFB123	20
Psip1	4	PSIP1	9
Ighv1-43	12	IGHV1OR21-1	21
Exoc5	14	EXOC5	14
Pacsin2	15	PACSIN2	22
Ifna13	4	IFNA16	9
Ifna13	4	IFNA2	9
Ifna13	4	IFNA6	9
Ifna13	4	IFNA13	9
Ifna13	4	IFNA7	9
Ifna13	4	IFNA17	9
Psmg1	16	PSMG1	21
Tent5d	X	TENT5D	X
Abcg1	17	ABCG1	21
Upk3a	15	UPK3A	22
Ighv1-54	12	IGHV1OR21-1	21
Adamts5	16	ADAMTS5	21
Jdp2	12	JDP2	14
Adarb2	13	ADARB2	10
Drg1	11	DRG1	22
Tmem63c	12	TMEM63C	14
Armh4	14	ARMH4	14
Gabrb1	5	GABRB1	4
Zbtb33	X	ZBTB33	X
Gpr12	5	GPR12	13
Slc10a1	12	SLC10A1	14
Krtap24-1	16	KRTAP24-1	21
Ccnb3	X	CCNB3	X
Vpreb3	10	VPREB3	22
C2cd2	16	C2CD2	21
Otc	X	OTC	X
Amer1	X	AMER1	X
Ldb2	5	LDB2	4
Klhl9	4	KLHL9	9
Bhlhe23	2	BHLHE23	20
Wasf3	5	WASF3	13
Rps6ka5	12	RPS6KA5	14
Ifna6	4	IFNA16	9
Ifna6	4	IFNA2	9
Ifna6	4	IFNA6	9
Ifna6	4	IFNA13	9
Ifna6	4	IFNA7	9
Ifna6	4	IFNA17	9
Rtl3	X	RTL3	X
Gm22354	14	SNORD58B	18
Mrc1	2	MRC1	10
Kcnk15	2	KCNK15	20
Gm23405	4	RNU1-46P	18
Tecrl	5	TECRL	4
H2al1a	X	H2AL3	X
Mthfd1	12	MTHFD1	14
Ascc2	11	ASCC2	22
Cfap410	10	CFAP410	21
Slc2a10	2	SLC2A10	20
Ighv1-76	12	IGHV1OR21-1	21
Rbpjl	2	RBPJL	20
Tsc22d1	14	TSC22D1	13
Vps26c	16	VPS26C	21
Gm49918	10	KRTAP10-6	21
Gm49918	10	KRTAP10-11	21
Ighv1-64	12	IGHV1OR21-1	21
Hunk	16	HUNK	21
Efnb1	X	EFNB1	X
Dstn	2	DSTN	20
Klhl13	X	KLHL13	X
Fam217b	2	FAM217B	20
Kctd1	18	KCTD1	18
Eda	X	EDA	X
Sh3gl2	4	SH3GL2	9
Bfsp1	2	BFSP1	20
Pdha1	X	PDHA1	X
Gm9507	10	KRTAP10-6	21
Gm9507	10	KRTAP10-11	21
Arl13a	X	ARL13A	X
Alg13	X	ALG13	X
Ighv1-31	12	IGHV1OR21-1	21
Phactr3	2	PHACTR3	20
Atp5a1	18	ATP5F1A	18
Slc6a4	11	SLC6A4	17
Nxph1	6	NXPH1	7
Pck2	14	PCK2	14
R3hdm4	10	R3HDM4	19
Mif	10	MIF	22
Atrx	X	ATRX	X
Mns1	9	MNS1	15
Phip	9	PHIP	6
Got1	19	GOT1	10
Lgr4	2	LGR4	11
Romo1	2	ROMO1	20
Bicc1	10	BICC1	10
Zfp287	11	ZNF287	17
Rsph10b	5	RSPH10B	7
Rsph10b	5	RSPH10B2	7
Mir122	18	MIR122	18
Hhip	8	HHIP	4
Ndc80	17	NDC80	18
Mir103-2	2	MIR103A2	20
Crk	11	CRK	17
Ifna2	4	IFNA1	9
Ifna2	4	IFNA14	9
Ifna2	4	IFNA10	9
Ifna2	4	IFNA4	9
Ifna2	4	IFNA8	9
Inpp5f	7	INPP5F	10
Dynlrb1	2	DYNLRB1	20
Gcnt3	9	GCNT3	15
Sowahd	X	SOWAHD	X
Xylt1	7	XYLT1	16
Rsl1d1	16	RSL1D1	16
Borcs7	19	BORCS7	10
Borcs7	19	BORCS7-ASMT	10
Meox1	11	MEOX1	17
Sec63	10	SEC63	6
Arl11	14	ARL11	13
Cables1	18	CABLES1	18
Snx13	12	SNX13	7
Pnp	14	PNP	14
Hnrnpk	13	HNRNPK	9
4933402N03Rik	7	C10orf120	10
Mlip	9	MLIP	6
Aar2	2	AAR2	20
Pgrmc2	3	PGRMC2	4
Spatc1l	10	SPATC1L	21
Nkain4	2	NKAIN4	20
Derl2	11	DERL2	17
Myo3a	2	MYO3A	10
Ppp1r3f	X	PPP1R3F	X
Cds1	5	CDS1	4
Sfxn2	19	SFXN2	10
Tmem248	5	TMEM248	7
Gm25637	4	RNU6-61P	13
Igf2bp3	6	IGF2BP3	7
Star	8	STAR	8
Ptges	2	PTGES	9
Ptk6	2	PTK6	20
Gpr101	X	GPR101	X
Loxhd1	18	LOXHD1	18
Hecw1	13	HECW1	7
Tcirg1	19	TCIRG1	11
Mfsd4b4	10	MFSD4B	6
Gm20518	16	DGCR2	22
Ear1	14	RNASE2	14
Zfp488	14	ZNF488	10
Alb	5	ALB	4
Slc16a7	10	SLC16A7	12
Lamp5	2	LAMP5	20
4932414N04Rik	2	ANKRD62	18
Commd7	2		20
Commd7	2	COMMD7	20
Mir1306	16	MIR1306	22
Nr5a1	2	NR5A1	9
Zfp78	7	ZNF705A	12
