mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome
Lsm14b	2	LSM14B	20
Bora	14	BORA	13
Cdh7	1	CDH7	18
Ighv14-2	12	IGHV1OR21-1	21
Cep250	2	CEP250	20
Klhl34	X	KLHL34	X
Efhc2	X	EFHC2	X
Dnajc15	14	DNAJC15	13
C1ql3	2	C1QL3	10
Chm	X	CHM	X
Ggt1	10	GGTLC1	20
Ggt1	10	GGT2	22
Ggt1	10	GGTLC3	22
Siglec15	18	SIGLEC15	18
Depdc5	5		22
Depdc5	5	DEPDC5	22
Dnajc5	2	DNAJC5	20
Gm3250	10	KRTAP10-6	21
Gm3250	10	KRTAP10-11	21
Tmem215	4	TMEM215	9
Prpf39	12	PRPF39	14
Ptpn21	12	PTPN21	14
Tnrc6b	15	TNRC6B	22
Idua	5	IDUA	4
Btbd7	12	BTBD7	14
Gabpa	16	GABPA	21
Cstdc2	2	CST9L	20
Col18a1	10	COL18A1	21
Fam217b	2	FAM217B	20
Zfp24	18	ZNF24	18
2610028H24Rik	10	C21orf58	21
Cipc	12	CIPC	14
Iglc3	16	IGLC2	22
Iglc3	16	IGLL5	22
Iglc3	16	IGLL1	22
Iglc3	16	IGLC3	22
Iglc3	16	IGLC1	22
Nr0b1	X	NR0B1	X
Srpx	X	SRPX	X
1700011M02Rik	X	FAM236B	X
1700011M02Rik	X	FAM236C	X
Parvg	15	PARVG	22
Gm1043	5	C4orf50	4
Col6a2	10	COL6A2	21
Pgrmc1	X	PGRMC1	X
Ifna15	4	IFNA16	9
Ifna15	4	IFNA2	9
Ifna15	4	IFNA6	9
Ifna15	4	IFNA13	9
Ifna15	4	IFNA7	9
Ifna15	4	IFNA17	9
Gm9639	10	KRTAP10-6	21
Gm9639	10	KRTAP10-11	21
Pof1b	X	POF1B	X
Dcaf12l2	X	DCAF12L2	X
Bpifa5	2	BPIFA1	20
Adgra3	5	ADGRA3	4
Cab39l	14	CAB39L	13
Tceal6	X	TCEAL5	X
Stx16	2	STX16	20
Stx16	2	STX16-NPEPL1	20
Mrpl39	16	MRPL39	21
Ercc6l	X	ERCC6L	X
Akr1e1	13	AKR1E2	10
Atg4a	X	ATG4A	X
Pstpip2	18	PSTPIP2	18
Cylc1	X	CYLC1	X
Gm22452	13	RNU6-614P	21
Gm22452	13	RNU6-721P	18
Gm24378	14	RNU6-142P	18
Shisal1	15	SHISAL1	22
Gm49918	10	KRTAP10-6	21
Gm49918	10	KRTAP10-11	21
Nxf3	X	NXF3	X
Shld1	2	SHLD1	20
Ppm1a	12	PPM1A	14
Pcsk2	2	PCSK2	20
Ighv3-4	12	IGHV4-34	14
Thoc2l	5	THOC2	X
Lrch2	X	LRCH2	X
Rsph1	17	RSPH1	21
Ighv1-56	12	IGHV1OR21-1	21
Ccdc171	4	CCDC171	9
Rtraf	14	RTRAF	14
Mir1a-1	2	MIR1-1	20
Fam110a	2	FAM110A	20
Cdkn2b	4	CDKN2B	9
Aptx	4	APTX	9
Krtap10-4	10	KRTAP10-6	21
Krtap10-4	10	KRTAP10-11	21
Nelfcd	2	NELFCD	20
Rbm17	2	RBM17	10
Krtap12-1	10	KRTAP10-6	21
Rbpjl	2	RBPJL	20
Atp5e	2	ATP5F1E	20
Ociad2	5	OCIAD2	4
Bpifb6	2	BPIFB6	20
Idh3b	2	IDH3B	20
Pabpc1l	2	PABPC1L	20
Hormad2	11	HORMAD2	22
Gm42517	5	TMEM271	4
1700021F07Rik	2	C20orf85	20
Gm23996	10		21
Crls1	2	CRLS1	20
Tff1	17	TFF1	21
Hmgn5	X	HMGN5	X
Dgat2l6	X	DGAT2L6	X
Mospd1	X	MOSPD1	X
Serpinb7	1	SERPINB7	18
Slc35c2	2	SLC35C2	20
Ncf4	15	NCF4	22
Krtap26-1	16	KRTAP26-1	21
Yy1	12	YY1	14
Mrap	16	MRAP	21
Sall4	2	SALL4	20
Ighv1-12	12	IGHV1OR21-1	21
Rbm47	5	RBM47	4
Ppargc1a	5	PPARGC1A	4
Rem1	2	REM1	20
Ifna16	4	IFNA16	9
Ifna16	4	IFNA2	9
Ifna16	4	IFNA6	9
Ifna16	4	IFNA13	9
Ifna16	4	IFNA7	9
Ifna16	4	IFNA17	9
H2al2a	2	H2AL3	X
Ighv1-82	12	IGHV1OR21-1	21
H2ap	X	H2AP	X
Fut8	12	FUT8	14
Radx	X	RADX	X
Crlf2	5	CRLF2	X
Foxr2	X	FOXR2	X
Pdcd1lg2	19	PDCD1LG2	9
Il13ra2	X	IL13RA2	X
Fndc3a	14	FNDC3A	13
Seh1l	18	SEH1L	18
Gm7145	1	ZNF519	18
Slc5a1	5	SLC5A1	22
Elf1	14	ELF1	13
Rgs6	12	RGS6	14
Six1	12	SIX1	14
Ifna7	4	IFNA16	9
Ifna7	4	IFNA2	9
Ifna7	4	IFNA6	9
Ifna7	4	IFNA13	9
Ifna7	4	IFNA7	9
Ifna7	4	IFNA17	9
Gtpbp6	5	GTPBP6	X
Krtap14	16	KRTAP13-3	21
Impact	18	IMPACT	18
Gm28360	1	ZNF519	18
Ighv1-71	12	IGHV1OR21-1	21
Pabpc5	X	PABPC5	X
Tgm2	2	TGM2	20
Thoc2	X	THOC2	X
Cacna1i	15	CACNA1I	22
Syndig1	2	SYNDIG1	20
Mc3r	2	MC3R	20
Igsf1	X	IGSF1	X
Apmap	2	APMAP	20
Fam207a	10	SLX9	21
Sh3bp2	5	SH3BP2	4
H2al1f	X	H2AL3	X
Rai2	X	RAI2	X
Spata2	2	SPATA2	20
Grpr	X	GRPR	X
Slc25a15	8	SLC25A15	13
Plpp6	19	PLPP6	9
Rtl6	15	RTL6	22
Pin4	X	PIN4	X
Slc9a7	X	SLC9A7	X
Gm45618	7	KRTAP10-6	21
Gm45618	7	KRTAP10-11	21
Tmem30b	12	TMEM30B	14
Ldoc1	X	LDOC1	X
Enthd1	15	ENTHD1	22
Nap1l3	X	NAP1L3	X
Bpifa2	2	BPIFA2	20
Gm23025	3	RNU6-992P	21
Acss2	2	ACSS2	20
Rprd1b	2	RPRD1B	20
Krtap1-4	11	KRTAP10-11	21
	X	TEX13C	X
Ttc3	16	TTC3	21
Krtap13-1	16	KRTAP13-1	21
Krtap13-1	16	KRTAP13-2	21
Synj1	16	SYNJ1	21
Upf2	2	UPF2	10
	1	RNA5SP528	20
	1	RNA5SP532	20
Phyh	2	PHYH	10
Rtl5	X	RTL5	X
Cfap298	16	CFAP298	21
Cfap298	16	CFAP298-TCP10L	21
Hs3st1	5	HS3ST1	4
Parp4	14	PARP4	13
Serpinb8	1	SERPINB8	18
Atg2b	12	ATG2B	14
Klf5	14	KLF5	13
Otc	X	OTC	X
Cplx4	18	CPLX4	18
Adgrg4	X	ADGRG4	X
Cdc42ep1	15	CDC42EP1	22
Ufm1	3	UFM1	13
Zfp516	18	ZNF516	18
Sh3gl2	4	SH3GL2	9
Pcdh8	14	PCDH8	13
Dok5	2	DOK5	20
Kin	2	KIN	10
Pole2	12	POLE2	14
Rtl4	X	RTL4	X
Gm25913	12	SCARNA17	18
Tti1	2	TTI1	20
Mc2r	18	MC2R	18
Ighv1-74	12	IGHV1OR21-1	21
Ighv1-63	12	IGHV1OR21-1	21
Cryl1	14	CRYL1	13
Gm22362	6		21
Mir187	18	MIR187	18
Atp9a	2	ATP9A	20
Tbc1d19	5	TBC1D19	4
Itgb2	10	ITGB2	21
Trmt5	12	TRMT5	14
Bik	15	BIK	22
Eya2	2	EYA2	20
Mn1	5	MN1	22
Gm22199	13		20
Impa2	18	IMPA2	18
Ighv1-58	12	IGHV1OR21-1	21
Rps6ka5	12	RPS6KA5	14
Rab39b	X	RAB39B	X
Usp16	16	USP16	21
Sptssa	12	SPTSSA	14
Tmx3	18	TMX3	18
Psmg2	18	PSMG2	18
Tceal5	X	TCEAL5	X
H2al1o	X	H2AL3	X
Tst	15	TST	22
Snx6	12	SNX6	14
Prkch	12		14
Vgll1	X	VGLL1	X
Bfsp1	2	BFSP1	20
Paxbp1	16	PAXBP1	21
Sephs1	2	SEPHS1	10
Dach1	14	DACH1	13
Syap1	X	SYAP1	X
2700062C07Rik	18	C18orf21	18
Cndp1	18	CNDP1	18
Mir1a-2	18	MIR1-2	18
Gm9112	X	FAM236B	X
Gm9112	X	FAM236C	X
Sh3bp1	15		22
Mtcl1	17	MTCL1	18
Gm26003	2	SNORA71A	20
Slit2	5	SLIT2	4
Fgd1	X	FGD1	X
Ak3	19	AK3	9
Wfdc12	2	WFDC12	20
Gm22871	10		21
Dct	14	DCT	13
Tbx22	X	TBX22	X
Znrf3	11	ZNRF3	22
Dzank1	2	DZANK1	20
Il13ra1	X	IL13RA1	X
Ighv1-52	12	IGHV1OR21-1	21
Zar1	5	ZAR1	4
Six6	12	SIX6	14
Arl13a	X	ARL13A	X
Zadh2	18	ZADH2	18
Ttc39c	18	TTC39C	18
Klhl13	X	KLHL13	X
Chrna9	5	CHRNA9	4
Ahcy	2	AHCY	20
Tenm1	X	TENM1	X
Gm10100	10	KRTAP10-6	21
Asb12	X	ASB12	X
Mrc1	2	MRC1	10
Ddhd1	14	DDHD1	14
Ighv3-1	12	IGHV4-34	14
Gm1141	X	PASD1	X
Txnl1	18	TXNL1	18
Nrk	X	NRK	X
Nrde2	12	NRDE2	14
Ptpn2	18	PTPN2	18
Syn3	10	SYN3	22
Rrp1b	17	RRP1B	21
Ccnb3	X	CCNB3	X
Frmd4a	2	FRMD4A	10
Gm25818	6	RNU1-98P	21
Ets2	16	ETS2	21
Ighv14-3	12	IGHV1OR21-1	21
Smad2	18	SMAD2	18
Tubal3	13	TUBAL3	10
Ighv1-76	12	IGHV1OR21-1	21
Svs3b	2	SEMG2	20
Svs3b	2	SEMG1	20
Brs3	X	BRS3	X
Grp	18	GRP	18
Lrrn4	2	LRRN4	20
Ube2g2	10	UBE2G2	21
Slc25a5	X	SLC25A5	X
Msx1	5	MSX1	4
Colec12	18	COLEC12	18
Pspc1	14	PSPC1	13
Nudt11	X	NUDT11	X
Ighv1-39	12	IGHV1OR21-1	21
Gm1140	X	FAM9B	X
Gm1140	X	FAM9C	X
Gm1140	X	FAM9A	X
Inpp5j	11	INPP5J	22
Cryaa	17	CRYAA	21
Uspl1	5	USPL1	13
Mindy3	2	MINDY3	10
Il2ra	2	IL2RA	10
Chadl	15	CHADL	22
Tff2	17	TFF2	21
Zfp280b	10	ZNF280B	22
Tmprss3	17	TMPRSS3	21
Ptgdr	14	PTGDR	14
Katnal1	5	KATNAL1	13
Pmaip1	18	PMAIP1	18
Nol12	15		22
Nol12	15	NOL12	22
Gm24631	9	RNU6-346P	18
Cdh20	1	CDH20	18
Rnf165	18	RNF165	18
Krtap5-2	7	KRTAP10-6	21
Krtap5-2	7	KRTAP10-11	21
Myo5b	18	MYO5B	18
Plcb1	2	PLCB1	20
Klf8	X	KLF8	X
Cfap99	5	CFAP99	4
Usp12	5	USP12	13
Gphb5	12	GPHB5	14
Lif	11	LIF	22
Kif4	X	KIF4A	X
Pcgf3	5	PCGF3	4
Rps4x	X	RPS4X	X
Tgds	14	TGDS	13
Tsc22d1	14	TSC22D1	13
Slc2a9	5	SLC2A9	4
Slain2	5	SLAIN2	4
Samm50	15	SAMM50	22
Lingo2	4	LINGO2	9
Bpifa1	2	BPIFA1	20
Tmem200c	17	TMEM200C	18
Neto1	18	NETO1	18
Ifna1	4	IFNA16	9
Ifna1	4	IFNA2	9
Ifna1	4	IFNA6	9
Ifna1	4	IFNA13	9
Ifna1	4	IFNA7	9
Ifna1	4	IFNA17	9
Mmp11	10	MMP11	22
Olfm4	14	OLFM4	13
Uckl1	2	UCKL1	20
Celf4	18	CELF4	18
Kl	5	KL	13
Serpina7	X	SERPINA7	X
Ccdc68	18	CCDC68	18
Ccdc117	11	CCDC117	22
Wnt7b	15	WNT7B	22
Tbc1d22a	15	TBC1D22A	22
Gm25687	4	RN7SL864P	20
Abhd12	2	ABHD12	20
Tecrl	5	TECRL	4
Nkx3-2	5	NKX3-2	4
Mocos	18	MOCOS	18
Glud1	14	GLUD2	X
Dhx35	2	DHX35	20
Lmo7	14	LMO7	13
Slc16a2	X	SLC16A2	X
Me2	18	ME2	18
Iglc2	16	IGLC2	22
Iglc2	16	IGLL5	22
Iglc2	16	IGLL1	22
Iglc2	16	IGLC3	22
Iglc2	16	IGLC1	22
Bod1l	5	BOD1L1	4
Gm25443	19		18
Dhx15	5	DHX15	4
Ighv1-20	12	IGHV1OR21-1	21
Sel1l3	5	SEL1L3	4
Sec11c	18	SEC11C	18
Zbtb21	16	ZBTB21	21
Armh4	14	ARMH4	14
Edn3	2	EDN3	20
Tgif1	17	TGIF1	18
Jkamp	12	JKAMP	14
Ifna9	4	IFNA16	9
Ifna9	4	IFNA2	9
Ifna9	4	IFNA6	9
Ifna9	4	IFNA13	9
Ifna9	4	IFNA7	9
Ifna9	4	IFNA17	9
Echdc3	2	ECHDC3	10
Riox1	12	RIOX1	14
Togaram1	12	TOGARAM1	14
Pdxk	10	PDXK	21
Bpifa3	2	BPIFA3	20
Gata5	2	GATA5	20
Cntln	4	CNTLN	9
Gm10142	10	KRTAP10-6	21
Bace2	16	BACE2	21
Scarna17	18		18
Gm4559	7	KRTAP10-6	21
Gm4559	7	KRTAP10-11	21
Prex1	2	PREX1	20
Gm23405	4	RNU1-46P	18
Sdc4	2	SDC4	20
Drg1	11	DRG1	22
Ighv1-72	12	IGHV1OR21-1	21
Lhfpl1	X	LHFPL1	X
Prkx	X	PRKX	X
Gm10272	10	KRTAP10-6	21
Bhlhe23	2	BHLHE23	20
Nova1	12	NOVA1	14
Gm49325	10	SUMO3	21
Skor2	18	SKOR2	18
Ighv1-85	12	IGHV1OR21-1	21
Rwdd2b	16	RWDD2B	21
Gm24989	11	SNORD86	20
Raly	2	RALY	20
Klhl9	4	KLHL9	9
Dnajc28	16	DNAJC28	21
Itih2	2	ITIH2	10
Hsph1	5	HSPH1	13
Ighv1-59	12	IGHV1OR21-1	21
Cep76	18	CEP76	18
Ppp2r5e	12	PPP2R5E	14
Cyth4	15	CYTH4	22
Pign	1	PIGN	18
Flt1	5	FLT1	13
Socs4	14	SOCS4	14
Adrm1	2	ADRM1	20
Gm24788	1	RNU1-134P	20
B3glct	5	B3GLCT	13
Tcl1b3	12	TCL1B	14
Slain1	14	SLAIN1	13
Dhrs7	12	DHRS7	14
Tmem241	18	TMEM241	18
Kcnk15	2	KCNK15	20
Vbp1	X	VBP1	X
Gm28168	1	ZNF519	18
Hmgb3	X	HMGB3	X
Mphosph8	14	MPHOSPH8	13
Sycp2	2	SYCP2	20
Cdh19	1	CDH19	18
Grpel1	5	GRPEL1	4
Ism1	2	ISM1	20
Serpinb2	1	SERPINB2	18
Lgals2	15	LGALS2	22
Drd5	5	DRD5	4
Ighv14-4	12	IGHV1OR21-1	21
Mcm3ap	10	MCM3AP	21
Slc35f4	14	SLC35F4	14
Cfap61	2	CFAP61	20
Igbp1	X	IGBP1	X
Sirpb1a	3		20
Sirpb1a	3	SIRPG	20
Gm22498	14	SNORD86	20
Chmp1b	18	CHMP1B	18
Mirlet7c-1	16	MIRLET7C	21
Syndig1l	12	SYNDIG1L	14
Ccna1	3	CCNA1	13
Klhl1	14	KLHL1	13
Poln	5	POLN	4
Gm25867	11	RNU6-426P	21
Snord57	2	SNORD57	20
Tcl1b2	12	TCL1B	14
Pvalb	15	PVALB	22
B830017H08Rik	16	FAM246A	22
B830017H08Rik	16	FAM246B	22
Isca2	12	ISCA2	14
Atp5o	16	DONSON	21
Defb29	2	DEFB116	20
Gm23925	2	SNORA71C	20
Pmepa1	2	PMEPA1	20
Mapre2	18	MAPRE2	18
Sez6l	5	SEZ6L	22
Bpi	2	BPI	20
Tmx1	12	TMX1	14
Eif2s2	2	EIF2S2	20
Slc14a2	18	SLC14A2	18
Gm25401	9	RNU6-1326P	21
1810030O07Rik	X	CXorf38	X
Gm25151	1		20
Gpr33	12	GPR33	14
Gm3238	10	KRTAP10-6	21
Gm3238	10	KRTAP10-11	21
Rhox13	X	RHOXF1	X
Trdv5	14	TRDV3	14
Galr1	18	GALR1	18
H2al1i	X	H2AL3	X
Ighv1-47	12	IGHV1OR21-1	21
Ss18l1	2	SS18L1	20
H2al1m	X	H2AL3	X
Gm22394	10		21
Hccs	X	HCCS	X
Triobp	15	TRIOBP	22
Kpna3	14	KPNA3	13
Awat2	X	AWAT2	X
Cybb	X	CYBB	X
Gm3285	10	KRTAP10-6	21
Gm3285	10	KRTAP10-11	21
Pwwp3b	X	PWWP3B	X
Tceal8	X	TCEAL8	X
Slc25a21	12	SLC25A21	14
Entpd6	2	ENTPD6	20
Ighv1-18	12	IGHV1OR21-1	21
Syt4	18	SYT4	18
H2al1n	X	H2AL3	X
Phf21b	15	PHF21B	22
Ubash3a	17	UBASH3A	21
Dcun1d4	5	DCUN1D4	4
Foxa1	12	FOXA1	14
Ighv3-3	12	IGHV4-34	14
Adra2c	5	ADRA2C	4
Akain1	17	AKAIN1	18
Trp53tg5	2	TP53TG5	20
Mpped1	15	MPPED1	22
Pcnt	10	PCNT	21
Bod1	11	BOD1L2	18
Dnajb7	15	DNAJB7	22
Wfdc10	2	WFDC10A	20
Cfap410	10	CFAP410	21
Ighv1-67	12	IGHV1OR21-1	21
Rnf114	2	RNF114	20
Soga1	2	SOGA1	20
Gm23187	2	SNORD86	20
Pou4f1	14	POU4F1	13
Zfp397	18	ZNF397	18
Cldn17	16	CLDN17	21
Ccdc177	12	CCDC177	14
Fam3b	16	FAM3B	21
Ighv1-77	12	IGHV1OR21-1	21
Ptgis	2	PTGIS	20
C2cd2	16	C2CD2	21
Cbr1	16	CBR1	21
Spin4	X	SPIN4	X
Tmem63c	12	TMEM63C	14
H2al1c	X	H2AL3	X
Acaa2	18	ACAA2	18
Nkx2-2	2	NKX2-2	20
Rbbp9	2	RBBP9	20
Cd226	18	CD226	18
Btg3	16	BTG3	21
Ubac2	14	UBAC2	13
Cdk5rap1	2	CDK5RAP1	20
Tfap2c	2	TFAP2C	20
Scrt2	2	SCRT2	20
Ripk4	16	RIPK4	21
Arhgap8	15	PRR5-ARHGAP8	22
Csnk1e	15	TPTEP2-CSNK1E	22
Csnk1e	15	CSNK1E	22
Wdr1	5	WDR1	4
Ifngr2	16	IFNGR2	21
Gm25592	3		20
Clic6	16	CLIC6	21
Krtap24-1	16	KRTAP24-1	21
F8	X	F8	X
Cbs	17	CBS	21
4932438H23Rik	16	C21orf62	21
Pcdh20	14	PCDH20	13
Atp5k	5	ATP5ME	4
Ska1	18	SKA1	18
Pwp2	10		21
Pwp2	10	PWP2	21
Ascc2	11	ASCC2	22
Ighv3-5	12	IGHV4-34	14
Tmprss15	16	TMPRSS15	21
Zfp54	17	ZNF519	18
Pias2	18	PIAS2	18
Pdgfb	15	PDGFB	22
Lbp	2	LBP	20
Eva1c	16	EVA1C	21
H2al2b	Y	H2AL3	X
Ighv1-31	12	IGHV1OR21-1	21
Mipep	14	MIPEP	13
Lurap1l	4	LURAP1L	9
Efnb1	X	EFNB1	X
Patz1	11	PATZ1	22
1700123L14Rik	6	NUP50	22
Nfatc2	2	NFATC2	20
Elmo2	2	ELMO2	20
4932429P05Rik	X	PPP4R3C	X
Mro	18	MRO	18
Gm22701	8	RN7SL116P	20
N6amt1	16	N6AMT1	21
Lama5	2	LAMA5	20
Nox1	X	NOX1	X
Acss1	2	ACSS1	20
Gm9733	3		20
Gm9733	3	SIRPG	20
Lman1	18	LMAN1	18
Ctnnbl1	2	CTNNBL1	20
Prr5	15	PRR5	22
Smc1b	15	SMC1B	22
Rspo4	2	RSPO4	20
Map7d3	X	MAP7D3	X
Was	X	WAS	X
Dsg3	18	DSG3	18
Plgrkt	19	PLGRKT	9
Wdr19	5	WDR19	4
Uchl1	5	UCHL1	4
Snord110	2	SNORD110	20
Gm22287	X	RNU6-1037P	18
Smox	2	SMOX	20
Ighv1-11	12	IGHV1OR21-1	21
Mok	12	MOK	14
Ndp	X	NDP	X
Fgfrl1	5	FGFRL1	4
Itm2a	X	ITM2A	X
Pwwp4c	X	PWWP4	X
Gm6525	3	RPL36AL	14
Gm26168	6		18
Mir133a-1	18	MIR133A1	18
Gm18596	10	KRTAP10-6	21
Gm18596	10	KRTAP10-11	21
Mia2	12	CTAGE1	18
Ttc6	12	TTC6	14
Prelid3b	2	PRELID3B	20
Ighv1-24	12	IGHV1OR21-1	21
Bcl11b	12	BCL11B	14
Bach1	16	BACH1	21
Arl5b	2	ARL5B	10
Wdr4	17	WDR4	21
Ids	X	IDS	X
Ids	X		X
Tcp10b	17	TCP10L	21
Cbr3	16	CBR3	21
	12	RN7SKP140	20
	14	RNU6-113P	21
Gins1	2	GINS1	20
8030462N17Rik	18	C18orf25	18
Mc4r	18	MC4R	18
Cst9	2	CST9L	20
Atrn	2	ATRN	20
Slc19a1	10	SLC19A1	21
Alg13	X	ALG13	X
Six4	12	SIX4	14
D16Ertd472e	16	C21orf91	21
Xrn2	2	XRN2	20
Gm22087	10	RNU6-1150P	21
Gm49510	15		22
Fundc1	X	FUNDC1	X
Fam118a	15	FAM118A	22
Wasf3	5	WASF3	13
Ighv1-36	12	IGHV1OR21-1	21
Cysltr1	X	CYSLTR1	X
Cplx1	5	CPLX1	4
Rmc1	18	RMC1	18
Mppe1	18	MPPE1	18
Gm9774	3	ADRM1	20
D630003M21Rik	2	KIAA1755	20
Gm15262	X	BEND2	X
Qdpr	5	QDPR	4
Garem1	18	GAREM1	18
Nhlrc3	3	NHLRC3	13
Dynlt3	X	DYNLT3	X
Awat1	X	AWAT1	X
Tasp1	2	TASP1	20
Vapb	2	VAPB	20
Gm7138	10	KRTAP10-6	21
Gm7138	10	KRTAP10-11	21
Prr14l	5	PRR14L	22
Mir155	16	MIR155	21
Dsg4	18	DSG4	18
Gm24521	19	RNU6-435P	18
Tbc1d25	X	TBC1D25	X
Clock	5	CLOCK	4
Ighv1-53	12	IGHV1OR21-1	21
Plekhd1	12	PLEKHD1	14
Gm25979	10		21
Tex13b	X	TEX13B	X
Adarb2	13	ADARB2	10
Ccbe1	18	CCBE1	18
Cdc123	2	CDC123	10
Mir133a-2	2	MIR133A2	20
Slc10a1	12	SLC10A1	14
Tcl1b4	12	TCL1B	14
Ybey	10	YBEY	21
Smarca2	19	SMARCA2	9
Snai1	2	SNAI1	20
Jakmip1	5	JAKMIP1	4
Tcl1b5	12	TCL1B	14
Mcm8	2		20
Fkbp3	12	FKBP3	14
Bex2	X	BEX1	X
Cct8	16	CCT8	21
Svs3a	2	SEMG2	20
Svs3a	2	SEMG1	20
Eif4enif1	11	EIF4ENIF1	22
Gm23378	X	RNU6-408P	18
Maob	X	MAOB	X
Eda	X	EDA	X
Gm1123	9	CXADR	21
	19	SNORD86	20
Crmp1	5	CRMP1	4
Mbtps2	X	MBTPS2	X
Amelx	X	AMELX	X
Wfdc11	2	WFDC11	20
Aire	10	AIRE	21
Donson	16	DONSON	21
Acox3	5	ACOX3	4
2610021A01Rik	7	ZNF519	18
Ighv1-26	12	IGHV1OR21-1	21
Hunk	16	HUNK	21
Insm1	2	INSM1	20
Sohlh2	3	SOHLH2	13
Sohlh2	3	CCDC169-SOHLH2	13
Maff	15	MAFF	22
Txlng	X	TXLNG	X
Trmt2b	X	TRMT2B	X
Med15	16	MED15	22
Exoc1	5	EXOC1	4
Amer1	X	AMER1	X
Tmem121b	6	TMEM121B	22
Kif3b	2	KIF3B	20
Psmc6	14	PSMC6	14
Stk4	2	STK4	20
Maged2	X	MAGED2	X
Zfp64	2	ZFP64	20
Cby2	14	CBY2	13
L3hypdh	12	L3HYPDH	14
Slc2a10	2	SLC2A10	20
Tgif2lx1	X	TGIF2LX	X
Rnf212	5	RNF212	4
Mex3c	18	MEX3C	18
Scel	14	SCEL	13
Adgrg2	X	ADGRG2	X
Ranbp6	19	RANBP6	9
Tmem230	2	TMEM230	20
Gpr50	X	GPR50	X
Il15ra	2	IL15RA	10
Slc37a1	17	SLC37A1	21
Wdr44	X	WDR44	X
Ighv1-9	12	IGHV1OR21-1	21
Hsf2bp	17	HSF2BP	21
Ighv1-64	12	IGHV1OR21-1	21
Slc25a17	15	SLC25A17	22
Ankrd54	15	ANKRD54	22
Gm4737	16	AHCY	20
Phf20	2	PHF20	20
Tecpr2	12	TECPR2	14
Ednrb	14	EDNRB	13
Proser1	3	PROSER1	13
Morc4	X	MORC4	X
Lacc1	14		13
Gm4756	12	DHRS7	14
Zfp941	7	ZNF519	18
Slc23a2	2	SLC23A2	20
Ighv1-22	12	IGHV1OR21-1	21
Tlr6	5	TLR6	4
Vps26c	16	VPS26C	21
Efcab6	15	EFCAB6	22
Ighv1-37	12	IGHV1OR21-1	21
Cstb	10	CSTB	21
Sstr1	12	SSTR1	14
Twsg1	17	TWSG1	18
Tox2	2	TOX2	20
Nfx1	4	NFX1	9
Postn	3	POSTN	13
Haus1	18	HAUS1	18
Dnmt3l	10		21
Dnmt3l	10	DNMT3L	21
Son	16	SON	21
Pik3ip1	11	PIK3IP1	22
Tcp10c	17	TCP10L	21
Gid8	2	GID8	20
H2al1e	X	H2AL3	X
Pcdh17	14	PCDH17	13
Ighv1-43	12	IGHV1OR21-1	21
Chst9	18	CHST9	18
Kdelr3	15	KDELR3	22
Zc4h2	X	ZC4H2	X
Tmem47	X	TMEM47	X
Ldb2	5	LDB2	4
Fscb	12	FSCB	14
Tcea2	2	TCEA2	20
	6	RN7SKP255	14
Ppp2r2d	7	PPP2R2D	10
Entpd4b	14	ENTPD4	8
Bivm	1	BIVM-ERCC5	13
Bivm	1	BIVM	13
Dctn6	8	DCTN6	8
Cask	X	CASK	X
Tns3	11	TNS3	7
Parvb	15	PARVB	22
Mymk	2	MYMK	9
Tspan6	X	TSPAN6	X
Mocs3	2	MOCS3	20
Mak16	8	MAK16	8
Gm20877	Y	SPIN2B	X
Nars2	7	NARS2	11
Cdca2	14	CDCA2	8
AF357341	12	SNORD114-11	14
AF357341	12	SNORD114-13	14
AF357341	12	SNORD114-16	14
Tubb6	18	TUBB6	18
Mir337	12	MIR337	14
Resf1	6	RESF1	12
Spag11b	8	SPAG11A	8
Gm49601	16	SEPTIN5	22
Gm49601	16		22
Tpd52l2	2	TPD52L2	20
Ica1	6	ICA1	7
Tmem131l	3	TMEM131L	4
Washc1	17	WASH6P	X
Epb41l2	10	EPB41L2	6
Ank3	10	ANK3	10
Gm25926	12	RNU1-112P	X
Gda	19	GDA	9
Pja1	X	PJA1	X
Rttn	18	RTTN	18
Insyn2a	7	INSYN2A	10
Nefh	11	NEFH	22
Gab2	7	GAB2	11
Med31	11	MED31	17
Stx3	19	STX3	11
Gm20828	Y	SPIN2B	X
Sycp2l	13	SYCP2L	6
Htr2a	14	HTR2A	13
Prmt2	10	PRMT2	21
Spata31d1d	13	SPATA31D1	9
Defa29	8	DEFA4	8
Defa29	8	DEFA5	8
Defa29	8	DEFA3	8
Defa29	8	DEFA6	8
Ptpn13	5	PTPN13	4
Olfr1270	2	OR4B1	11
Birc7	2	BIRC7	20
Uchl4	9	UCHL3	13
Tas2r123	6	TAS2R14	12
Rnf113a2	12	RNF113A	X
Trmt2a	16	TRMT2A	22
Lzts3	2	LZTS3	20
Olfr723	14	OR4L1	14
Lca5	9	LCA5	6
Gm22588	11		18
Gm3250	10	KRTAP10-9	21
Gm3250	10	KRTAP10-4	21
Pcmtd1	1	PCMTD1	8
Zfp595	13	ZNF727	7
Tnfaip2	12	TNFAIP2	14
Samd8	14	SAMD8	10
Slc25a11	11	SLC25A11	17
Ap5z1	5	AP5Z1	7
Ebf2	14	EBF2	8
Prdm8	5	PRDM8	4
Entpd8	2	ENTPD8	9
Gm24151	11		9
Ap5s1	2	AP5S1	20
Ccnb2	9	CCNB2	15
Sox3	X	SOX3	X
