human_gene_symbol	human_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	is_tf	database_tf
ACAT2	6	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath, LOCATE, scConnect	FALSE	NA
ACBD3	1	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
ACBD4	17	protein	intracellular, transmembrane_predicted, transmembrane_sosui, transmembrane, transmembrane_tmhmm, transmembrane_phobius	intracellular, transmembrane, transmembrane_predicted	3	TRUE	GO_Intercell, OmniPath, Almen2009, OPM, ComPPI	FALSE	NA
ACBD5	10	protein	intracellular, transmembrane, transmembrane_predicted, transmembrane_phobius, transmembrane_tmhmm, transmembrane_sosui	intracellular, transmembrane, transmembrane_predicted	7	TRUE	GO_Intercell, LOCATE, UniProt, OmniPath, Ramilowski_location, ComPPI, Almen2009, Phobius, OPM	FALSE	NA
ACBD6	1	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
ACBD7	10	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
ACCS	11	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
ACD	16	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt, LOCATE	FALSE	NA
ACE	17	protein	transmembrane, transmembrane_predicted, cell_surface, transmembrane_phobius, intracellular, secreted, plasma_membrane_transmembrane, extracellular, plasma_membrane, receptor, cell_surface_ligand, cell_surface_enzyme, transmembrane_tmhmm	transmembrane, transmembrane_predicted, cell_surface, intracellular, secreted, plasma_membrane_transmembrane, extracellular, plasma_membrane, receptor, cell_surface_ligand, cell_surface_enzyme	7	TRUE	UniProt, Phobius, LOCATE, OmniPath, connectomeDB2020, Almen2009, Baccin2019, CSPA, Membranome, Surfaceome, scConnect, HPA_secretome, Ramilowski_location, GO_Intercell, ComPPI, TopDB, DGIdb	FALSE	NA
ACE2	X	protein	transmembrane, receptor, plasma_membrane, secreted, transmembrane_phobius, ligand, intracellular, transmembrane_tmhmm, cell_surface, transmembrane_predicted, plasma_membrane_transmembrane, cell_adhesion, transmembrane_sosui, apical_cell_membrane, adhesion, extracellular	transmembrane_predicted, receptor, plasma_membrane, secreted, ligand, intracellular, cell_surface, transmembrane, plasma_membrane_transmembrane, cell_adhesion, adhesion, extracellular	6	TRUE	Phobius, CellCellInteractions, Cellinker, UniProt, Almen2009, OmniPath, LOCATE, CellTalkDB, GO_Intercell, Surfaceome, Membranome, TopDB, scConnect, HPA_secretome	FALSE	NA
ACER1	19	protein	intracellular, transmembrane, receptor	intracellular, transmembrane, transmembrane_predicted, receptor	5	TRUE	GO_Intercell, LOCATE, UniProt, OmniPath, Phobius, scConnect, Ramilowski_location	FALSE	NA
ACER2	9	protein	transmembrane, intracellular, receptor	transmembrane_predicted, intracellular, transmembrane, receptor	6	TRUE	Phobius, GO_Intercell, LOCATE, UniProt, scConnect, TopDB, OmniPath, Ramilowski_location	FALSE	NA
ACER3	11	protein	transmembrane, intracellular, receptor	transmembrane, intracellular, receptor, transmembrane_predicted	6	TRUE	UniProt, GO_Intercell, OmniPath, OPM, scConnect, Ramilowski_location, Phobius, LOCATE	FALSE	NA
ACHE	7	protein	cell_surface, secreted, transmembrane_predicted, plasma_membrane_peripheral, transmembrane_phobius, plasma_membrane, intracellular, transmembrane_sosui, extracellular, receptor, transmembrane	cell_surface, secreted, transmembrane, plasma_membrane_peripheral, transmembrane_predicted, plasma_membrane, intracellular, extracellular, receptor	7	TRUE	Surfaceome, UniProt, OmniPath, CSPA, Almen2009, ComPPI, LOCATE, scConnect, GO_Intercell	FALSE	NA
ACIN1	14	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, LOCATE, UniProt	FALSE	NA
ACKR1	1	protein	7tm_a, plasma_membrane, receptor, transmembrane, gpcr, atypical_chemokine, class_a_rhodopsin_protein, cytokine, intracellular, cell_surface, class_a_rhodopsin_protein_chemokine, cell_adhesion, chemokine, rhodopsin, plasma_membrane_transmembrane, extracellular, artipical_chemokine_receptor, seven_transmembrane_7tm, adhesion, class_a_rhodopsin, vasopressin_oxytocin_7tm_a	receptor, plasma_membrane, transmembrane, intracellular, cell_surface, cell_adhesion, plasma_membrane_transmembrane, extracellular, transmembrane_predicted, adhesion	17	TRUE	HPMR, Cellinker, Surfaceome, Ramilowski_location, HGNC, GPCRdb, ICELLNET, TopDB, Ramilowski2015, iTALK, UniProt, GO_Intercell, connectomeDB2020, LRdb, talklr, OmniPath, Baccin2019, DGIdb, scConnect, Almen2009, CellCellInteractions, CellPhoneDB, Phobius, CellTalkDB, CellChatDB, LOCATE	FALSE	NA
ACKR2	3	protein	gpcr, plasma_membrane_transmembrane, cell_surface, extracellular, transmembrane, plasma_membrane, rhodopsin, receptor, class_a_rhodopsin_protein, intracellular, chemokine, seven_transmembrane_7tm, 7tm_a, class_a_rhodopsin, chemokine_interleukin_8_7tm_a, cytokine, atypical_chemokine, atipical_chemokine_receptor, class_a_rhodopsin_protein_chemokine	receptor, plasma_membrane_transmembrane, cell_surface, extracellular, transmembrane, plasma_membrane, intracellular, transmembrane_predicted	18	TRUE	UniProt, OmniPath, Surfaceome, DGIdb, Almen2009, Cellinker, talklr, CellTalkDB, HPMR, GPCRdb, CellChatDB, Baccin2019, Ramilowski2015, CellPhoneDB, HGNC, iTALK, Phobius, connectomeDB2020, EMBRACE, Ramilowski_location, GO_Intercell, LRdb, ICELLNET, LOCATE, ComPPI, scConnect, CellCellInteractions	FALSE	NA
ACKR3	2	protein	receptor, cell_surface, chemokine_interleukin_8_7tm_a, transmembrane, plasma_membrane, cytokine, cell_adhesion, intracellular, atypical_chemokine, extracellular, class_a_rhodopsin, chemokine, class_a_rhodopsin_protein, rhodopsin, gpcr, plasma_membrane_transmembrane, atipical_chemokine_receptor, seven_transmembrane_7tm, 7tm_a, adhesion, class_a_rhodopsin_protein_chemokine	receptor, cell_surface, transmembrane, plasma_membrane, cell_adhesion, intracellular, transmembrane_predicted, extracellular, plasma_membrane_transmembrane, adhesion	20	TRUE	CellCellInteractions, Surfaceome, HPMR, UniProt, scConnect, CellChatDB, EMBRACE, Cellinker, iTALK, Baccin2019, OmniPath, HGNC, GO_Intercell, Guide2Pharma, CellPhoneDB, Almen2009, Phobius, ICELLNET, DGIdb, GPCRdb, Ramilowski2015, talklr, LRdb, Ramilowski_location, connectomeDB2020, CellTalkDB, ComPPI, CSPA	FALSE	NA
ACKR4	3	protein	receptor, cytokine, plasma_membrane, cell_surface, class_a_rhodopsin_protein, atypical_chemokine, 7tm_a, intracellular, chemokine, gpcr, transmembrane, extracellular, class_a_rhodopsin, atipical_chemokine_receptor, rhodopsin, class_a_rhodopsin_protein_chemokine, seven_transmembrane_7tm, chemokine_interleukin_8_7tm_a, plasma_membrane_transmembrane	receptor, plasma_membrane, cell_surface, intracellular, transmembrane, extracellular, transmembrane_predicted, plasma_membrane_transmembrane	19	TRUE	CellPhoneDB, iTALK, OmniPath, GPCRdb, HGNC, Cellinker, HPMR, GO_Intercell, Baccin2019, DGIdb, UniProt, connectomeDB2020, Surfaceome, scConnect, CellTalkDB, Phobius, Almen2009, CellChatDB, LRdb, Ramilowski2015, ComPPI, EMBRACE, ICELLNET, Guide2Pharma, CellCellInteractions, talklr, Ramilowski_location	FALSE	NA
ACLY	17	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
ACMSD	2	protein	transmembrane, intracellular, transmembrane_predicted, transmembrane_phobius, transmembrane_tmhmm	transmembrane, transmembrane_predicted, intracellular	3	TRUE	OmniPath, Phobius, ComPPI, Almen2009, GO_Intercell	FALSE	NA
ACO1	9	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, GO_Intercell, OmniPath, UniProt	FALSE	NA
ACO2	22	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, LOCATE, UniProt, ComPPI	FALSE	NA
ACOD1	13	protein	intracellular, receptor	intracellular, receptor	2	FALSE	UniProt, OmniPath, scConnect, GO_Intercell	FALSE	NA
ACOT1	14	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
ACOT11	1	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, OmniPath, ComPPI, UniProt	FALSE	NA
ACOT12	5	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, LOCATE, UniProt	FALSE	NA
ACOT13	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
ACOT2	14	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt, LOCATE	FALSE	NA
ACOT4	14	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, LOCATE, ComPPI, OmniPath	FALSE	NA
ACOT6	14	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	FALSE	NA
ACOT7	1	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
ACOT8	20	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, LOCATE, OmniPath	FALSE	NA
ACOT9	X	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
ACOX1	17	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, LOCATE, GO_Intercell, OmniPath	FALSE	NA
ACOX2	3	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	ComPPI, LOCATE, OmniPath, GO_Intercell, UniProt	FALSE	NA
ACOX3	4	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	FALSE	NA
ACOXL	2	protein	transmembrane, intracellular	transmembrane, intracellular	2	TRUE	OmniPath, ComPPI, Ramilowski_location, GO_Intercell	FALSE	NA
ACP1	2	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, LOCATE, GO_Intercell, ComPPI	FALSE	NA
ACP2	11	protein	cell_surface, plasma_membrane_transmembrane, intracellular, transmembrane_tmhmm, transmembrane_sosui, transmembrane, transmembrane_predicted, transmembrane_phobius	cell_surface, plasma_membrane_transmembrane, intracellular, transmembrane_predicted, transmembrane	7	TRUE	Surfaceome, CSPA, OmniPath, Almen2009, UniProt, TopDB, LOCATE, ComPPI, Phobius, Ramilowski_location, GO_Intercell	FALSE	NA
ACP3	3	protein	transmembrane_sosui, transmembrane_tmhmm, intracellular, cell_surface, transmembrane_phobius, secreted, transmembrane, plasma_membrane_transmembrane, plasma_membrane, extracellular, transmembrane_predicted	transmembrane_predicted, intracellular, cell_surface, secreted, transmembrane, plasma_membrane_transmembrane, plasma_membrane, extracellular	3	TRUE	Almen2009, OmniPath, UniProt, Membranome, GO_Intercell, ComPPI, HPA_secretome	FALSE	NA
ACP4	19	protein	plasma_membrane_transmembrane, adhesion, transmembrane, transmembrane_phobius, plasma_membrane, cell_surface_enzyme, intracellular, transmembrane_tmhmm, transmembrane_sosui, cell_adhesion, transmembrane_predicted, cell_surface	plasma_membrane_transmembrane, adhesion, transmembrane_predicted, transmembrane, plasma_membrane, cell_surface_enzyme, intracellular, cell_adhesion, cell_surface	5	TRUE	Membranome, OmniPath, Phobius, Almen2009, UniProt, Surfaceome, Ramilowski_location, Cellinker, GO_Intercell	FALSE	NA
ACP5	19	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	FALSE	NA
ACP6	1	protein	intracellular, extracellular, ligand	intracellular, extracellular, ligand	3	FALSE	OmniPath, HPMR, ComPPI, GO_Intercell, UniProt	FALSE	NA
ACP7	19	protein	intracellular, secreted	intracellular, secreted	3	FALSE	OmniPath, HPA_secretome, UniProt, ComPPI	FALSE	NA
ACR	22	protein	intracellular, secreted, receptor	intracellular, secreted, receptor	2	FALSE	ComPPI, HPA_secretome, OmniPath, scConnect, GO_Intercell	FALSE	NA
ACRBP	12	protein	intracellular, secreted	intracellular, secreted	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	FALSE	NA
ACRV1	11	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, UniProt	FALSE	NA
ACSBG1	15	protein	plasma_membrane, intracellular, transmembrane	plasma_membrane, intracellular, transmembrane	3	TRUE	UniProt, OmniPath, LOCATE, GO_Intercell, ComPPI	FALSE	NA
ACSBG2	19	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
ACSF2	17	protein	transmembrane, intracellular, transmembrane_phobius, transmembrane_predicted	transmembrane_predicted, intracellular, transmembrane	3	TRUE	Phobius, UniProt, OmniPath, Almen2009, ComPPI, GO_Intercell	FALSE	NA
ACSF3	16	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
ACSL1	4	protein	transmembrane, intracellular, transmembrane_phobius, transmembrane_predicted, transmembrane_tmhmm	transmembrane, intracellular, transmembrane_predicted	5	TRUE	LOCATE, UniProt, ComPPI, Almen2009, OmniPath, GO_Intercell, Phobius	FALSE	NA
ACSL3	2	protein	intracellular, transmembrane, transmembrane_phobius, transmembrane_predicted, transmembrane_tmhmm	intracellular, transmembrane, transmembrane_predicted	5	TRUE	UniProt, OmniPath, LOCATE, Almen2009, ComPPI, Phobius, GO_Intercell	FALSE	NA
ACSL4	X	protein	plasma_membrane, transmembrane, intracellular, transmembrane_predicted, transmembrane_sosui, transmembrane_tmhmm, transmembrane_phobius	plasma_membrane, transmembrane, intracellular, transmembrane_predicted	6	TRUE	UniProt, Ramilowski_location, OmniPath, GO_Intercell, Phobius, ComPPI, Almen2009, LOCATE	FALSE	NA
ACSL5	10	protein	transmembrane, intracellular, plasma_membrane, transmembrane_predicted, transmembrane_sosui	transmembrane_predicted, transmembrane, intracellular, plasma_membrane	5	TRUE	Phobius, OmniPath, UniProt, Almen2009, ComPPI, LOCATE, GO_Intercell	FALSE	NA
ACSL6	5	protein	transmembrane, intracellular	transmembrane, transmembrane_predicted, intracellular	4	TRUE	UniProt, LOCATE, Phobius, GO_Intercell, OmniPath, ComPPI	FALSE	NA
ACSM1	16	protein	transmembrane_phobius, transmembrane, intracellular, transmembrane_tmhmm, transmembrane_predicted	transmembrane_predicted, transmembrane, intracellular	3	TRUE	Almen2009, OmniPath, UniProt, LOCATE, Phobius, ComPPI, GO_Intercell	FALSE	NA
ACSM2A	16	protein	intracellular	intracellular	2	FALSE	OmniPath, UniProt, GO_Intercell	FALSE	NA
ACSM2B	16	protein	transmembrane, intracellular	transmembrane_predicted, intracellular	3	TRUE	Phobius, OmniPath, GO_Intercell, ComPPI, UniProt	FALSE	NA
ACSM3	16	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	FALSE	NA
ACSM4	12	protein	intracellular	intracellular	2	FALSE	OmniPath, UniProt, GO_Intercell	FALSE	NA
ACSM5	16	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
ACSS1	20	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	OmniPath, GO_Intercell, ComPPI, LOCATE, Ramilowski_location, UniProt	FALSE	NA
ACSS2	20	protein	intracellular, receptor, transmembrane	intracellular, receptor, transmembrane	3	TRUE	UniProt, GO_Intercell, OmniPath, ComPPI, scConnect, LOCATE	FALSE	NA
ACSS3	12	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	FALSE	NA
ACTA1	1	protein	intracellular, ecm	intracellular, ecm	3	FALSE	ComPPI, UniProt, GO_Intercell, LOCATE, OmniPath	FALSE	NA
ACTA2	10	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, LOCATE, ComPPI, OmniPath	FALSE	NA
ACTB	7	protein	extracellular, intracellular, tight_junction, ecm, intracellular_intercellular_related, adhesion_cytoskeleton_adaptor	extracellular, intracellular, tight_junction, ecm, intracellular_intercellular_related	3	TRUE	LOCATE, GO_Intercell, OmniPath, Adhesome, UniProt, ComPPI	FALSE	NA
ACTBL2	5	protein	ecm, intracellular	ecm, intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
ACTC1	15	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, LOCATE, ComPPI, OmniPath	FALSE	NA
ACTG1	17	protein	intracellular, ecm	intracellular, ecm	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt, LOCATE	FALSE	NA
ACTG2	2	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	FALSE	NA
ACTL6A	3	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, LOCATE, ComPPI, OmniPath	TRUE	SIGNOR
ACTL6B	7	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, ComPPI, GO_Intercell, OmniPath	FALSE	NA
ACTL7A	9	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	FALSE	NA
ACTL7B	9	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
ACTL9	19	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, UniProt	FALSE	NA
ACTN1	14	protein	intracellular, actin_regulation_adhesome, plasma_membrane, ecm, intracellular_intercellular_related	intracellular, intracellular_intercellular_related, plasma_membrane, ecm	3	FALSE	GO_Intercell, ComPPI, Adhesome, OmniPath, UniProt	FALSE	NA
ACTN2	1	protein	ecm, intracellular	ecm, intracellular	3	FALSE	OmniPath, LOCATE, UniProt, GO_Intercell, ComPPI	FALSE	NA
ACTN3	11	protein	intracellular, ecm	intracellular, ecm	2	FALSE	OmniPath, ComPPI, GO_Intercell	FALSE	NA
ACTN4	19	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, LOCATE, UniProt, ComPPI	FALSE	NA
ACTR10	14	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	FALSE	NA
ACTR1A	10	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	FALSE	NA
ACTR1B	2	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	FALSE	NA
ACTR2	2	protein	ligand, intracellular, ecm	ligand, intracellular, ecm	3	FALSE	CellTalkDB, OmniPath, GO_Intercell, ComPPI, UniProt	FALSE	NA
ACTR3	2	protein	intracellular, ecm	intracellular, ecm	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
ACTR3B	7	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	FALSE	NA
ACTR3C	7	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
ACTR5	20	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	FALSE	NA
ACTR6	12	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	FALSE	NA
ACTR8	3	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
ACTRT1	X	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	FALSE	NA
ACTRT2	1	protein	intracellular	intracellular	2	FALSE	UniProt, OmniPath, GO_Intercell	FALSE	NA
ACTRT3	3	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, UniProt	FALSE	NA
ACVR1	2	protein	receptor, cell_surface, plasma_membrane, extracellular, growth_factor, kinase, transmembrane_predicted, transmembrane, transmembrane_phobius, plasma_membrane_transmembrane, intracellular, act_tgfb, type1_serine_threonine_kinase, cytokine, transmembrane_sosui, transmembrane_tmhmm, transforming_growth_factor	receptor, cell_surface, plasma_membrane, extracellular, transmembrane, transmembrane_predicted, plasma_membrane_transmembrane, intracellular	20	TRUE	HGNC, Surfaceome, OmniPath, CellCellInteractions, connectomeDB2020, Ramilowski2015, CellCall, iTALK, CellTalkDB, CellPhoneDB, Cellinker, ICELLNET, Almen2009, Guide2Pharma, Kirouac2010, CSPA, ComPPI, Membranome, UniProt, LRdb, scConnect, talklr, Ramilowski_location, TopDB, GO_Intercell, Baccin2019, EMBRACE, Phobius, SignaLink_function	FALSE	NA
