mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome	human_gene_symbol_unique	human_chromosome_unique	entity_type	category	parent	consensus_score	database_cs	database_tf
Abca12	1	ABCA12	2	ABCA12	2	protein	intracellular, transmembrane, cell_surface, transporter, abc, active, abca	intracellular, transmembrane, transmembrane_predicted, cell_surface, transporter	6	UniProt, OmniPath, Phobius, Ramilowski_location, LOCATE, Surfaceome, DGIdb, ComPPI, GO_Intercell, TopDB	NA
Abca13	11	ABCA13	7	ABCA13	7	protein	intracellular, receptor, cell_surface, transmembrane, transporter, abca, abc, active	intracellular, receptor, cell_surface, transmembrane, transporter, transmembrane_predicted	5	GO_Intercell, scConnect, UniProt, ComPPI, OmniPath, Ramilowski_location, Surfaceome, LOCATE, DGIdb, Almen2009, Phobius	NA
Abca2	2	ABCA2	9	ABCA2	9	protein	transmembrane, receptor, intracellular, abca, active, transporter	transmembrane, receptor, intracellular, transmembrane_predicted, transporter	5	LOCATE, OmniPath, ComPPI, Phobius, Surfaceome, GO_Intercell, UniProt, scConnect, Ramilowski_location	NA
Abca3	17	ABCA3	16	ABCA3	16	protein	abc, intracellular, transmembrane, cell_surface, transporter, receptor, active, abca	transporter, intracellular, transmembrane, transmembrane_predicted, cell_surface, receptor	5	DGIdb, ComPPI, UniProt, GO_Intercell, Phobius, OmniPath, Surfaceome, OPM, scConnect, Ramilowski_location	NA
Abca4	3	ABCA4	1	ABCA4	1	protein	transporter, cell_surface, intracellular, transmembrane, active, receptor, abca	transporter, cell_surface, intracellular, transmembrane, receptor, transmembrane_predicted	5	OmniPath, ComPPI, TopDB, UniProt, Ramilowski_location, Surfaceome, scConnect, Phobius, GO_Intercell	NA
Abca5	11	ABCA5	17	ABCA5	17	protein	intracellular, transmembrane, plasma_membrane, transporter, receptor, active, abca	intracellular, transmembrane, plasma_membrane, transporter, receptor, transmembrane_predicted	5	ComPPI, Ramilowski_location, UniProt, OmniPath, GO_Intercell, scConnect, Phobius, Surfaceome, LOCATE	NA
Abca6	11	ABCA6	17	ABCA6	17	protein	abc, receptor, intracellular, transmembrane, cell_surface, transporter, abca, active	transporter, receptor, intracellular, transmembrane, transmembrane_predicted, cell_surface	5	DGIdb, scConnect, ComPPI, UniProt, OmniPath, Phobius, Ramilowski_location, GO_Intercell, Surfaceome, Almen2009, TopDB	NA
Abca7	10	ABCA7	19	ABCA7	19	protein	transmembrane, intracellular, plasma_membrane_transmembrane, transporter, plasma_membrane, abca, cell_surface, abc, active	transmembrane, intracellular, plasma_membrane_transmembrane, transporter, plasma_membrane, cell_surface, transmembrane_predicted	6	OmniPath, GO_Intercell, UniProt, LOCATE, ComPPI, CSPA, Surfaceome, Ramilowski_location, Phobius, DGIdb, Almen2009	NA
Abca8b	11	ABCA8	17	ABCA8	17	protein	transmembrane, abc, transporter, active, intracellular, cell_surface, abca, plasma_membrane_transmembrane, basolateral_cell_membrane, plasma_membrane, receptor	transmembrane_predicted, transmembrane, transporter, intracellular, cell_surface, plasma_membrane_transmembrane, plasma_membrane, receptor	5	Phobius, Ramilowski_location, DGIdb, Surfaceome, OmniPath, CSPA, UniProt, TopDB, Almen2009, GO_Intercell, scConnect	NA
Abca9	11	ABCA9	17	ABCA9	17	protein	receptor, intracellular, transmembrane, abca, active, transporter, abc, cell_surface	receptor, intracellular, transmembrane, transporter, cell_surface, transmembrane_predicted	5	scConnect, GO_Intercell, Ramilowski_location, Almen2009, UniProt, Surfaceome, OmniPath, DGIdb, TopDB, Phobius, ComPPI	NA
Abcb10	8	ABCB10	1	ABCB10	1	protein	transmembrane, receptor, intracellular	transmembrane_predicted, transmembrane, receptor, intracellular	6	Phobius, LOCATE, OmniPath, ComPPI, UniProt, Ramilowski_location, GO_Intercell, scConnect, TopDB	NA
Abcb11	2	ABCB11	2	ABCB11	2	protein	transmembrane, abcb, receptor, transporter, intracellular, cell_surface, active, apical_cell_membrane, plasma_membrane, abc	transmembrane, transporter, receptor, intracellular, cell_surface, transmembrane_predicted, plasma_membrane	6	LOCATE, Surfaceome, scConnect, DGIdb, GO_Intercell, UniProt, OmniPath, Phobius, Ramilowski_location, TopDB	NA
Abcb1a	5	ABCB1	7	ABCB1	7	protein	apical_cell_membrane, transporter, transmembrane, plasma_membrane, plasma_membrane_transmembrane, active, intracellular, receptor, cell_surface, abcb, abc	plasma_membrane, transporter, transmembrane, plasma_membrane_transmembrane, intracellular, receptor, cell_surface, transmembrane_predicted	7	UniProt, Surfaceome, LOCATE, CSPA, OmniPath, scConnect, ComPPI, OPM, GO_Intercell, TopDB, DGIdb, Phobius, Ramilowski_location	NA
Abcb1b	5	ABCB1	7	ABCB1	7	protein	apical_cell_membrane, transporter, transmembrane, plasma_membrane, plasma_membrane_transmembrane, active, intracellular, receptor, cell_surface, abcb, abc	plasma_membrane, transporter, transmembrane, plasma_membrane_transmembrane, intracellular, receptor, cell_surface, transmembrane_predicted	7	UniProt, Surfaceome, LOCATE, CSPA, OmniPath, scConnect, ComPPI, OPM, GO_Intercell, TopDB, DGIdb, Phobius, Ramilowski_location	NA
Abcb4	5	ABCB4	7	ABCB4	7	protein	abc, transmembrane, transporter, receptor, intracellular, apical_cell_membrane, abcb, plasma_membrane, cell_surface, active	transporter, transmembrane, transmembrane_predicted, receptor, intracellular, plasma_membrane, cell_surface	6	DGIdb, UniProt, Phobius, OmniPath, Ramilowski_location, LOCATE, Surfaceome, scConnect, OPM, ComPPI, GO_Intercell	NA
Abcb5	12	ABCB5	7	ABCB5	7	protein	transporter, transmembrane, abcb, abc, plasma_membrane, cell_surface, active, receptor	transporter, transmembrane, transmembrane_predicted, plasma_membrane, cell_surface, receptor	5	Surfaceome, UniProt, OmniPath, DGIdb, Phobius, Ramilowski_location, LOCATE, scConnect	NA
Abcb6	1	ABCB6	2	ABCB6	2	protein	transmembrane, extracellular, receptor, secreted, transporter, intracellular, plasma_membrane, abc	transmembrane, extracellular, receptor, secreted, transporter, intracellular, plasma_membrane, transmembrane_predicted	5	UniProt, OmniPath, scConnect, Ramilowski_location, ComPPI, Phobius, GO_Intercell, LOCATE, DGIdb	NA
Abcb7	X	ABCB7	X	ABCB7	X	protein	transmembrane, receptor, intracellular	transmembrane, transmembrane_predicted, receptor, intracellular	5	OmniPath, UniProt, Phobius, scConnect, Ramilowski_location, GO_Intercell, ComPPI, LOCATE	NA
Abcb8	5	ABCB8	7	ABCB8	7	protein	intracellular, transmembrane, receptor	intracellular, transmembrane, transmembrane_predicted, receptor	5	LOCATE, UniProt, GO_Intercell, Phobius, scConnect, ComPPI, OmniPath, Ramilowski_location	NA
Abcb9	5	ABCB9	12	ABCB9	12	protein	intracellular, receptor, abcb, transmembrane, active, transporter	intracellular, receptor, transporter, transmembrane, transmembrane_predicted	5	ComPPI, scConnect, Surfaceome, Ramilowski_location, OmniPath, GO_Intercell, UniProt, Phobius, LOCATE	NA
Abcc1	16	ABCC1	16	ABCC1	16	protein	plasma_membrane, transporter, cell_surface, receptor, active, abcc, transmembrane, plasma_membrane_transmembrane, intracellular, abc	plasma_membrane, transporter, cell_surface, receptor, transmembrane, plasma_membrane_transmembrane, transmembrane_predicted, intracellular	6	UniProt, DGIdb, OmniPath, scConnect, Surfaceome, HGNC, Ramilowski_location, CSPA, Phobius, TopDB, Almen2009, LOCATE	NA
Abcc10	17	ABCC10	6	ABCC10	6	protein	transporter, intracellular, plasma_membrane, receptor, transmembrane, basolateral_cell_membrane, active, abc, abcc, cell_surface	transporter, intracellular, plasma_membrane, receptor, transmembrane, cell_surface, transmembrane_predicted	4	DGIdb, OmniPath, HGNC, scConnect, GO_Intercell, UniProt, Surfaceome, Phobius, Ramilowski_location, ComPPI, Almen2009	NA
Abcc12	8	ABCC12	16	ABCC12	16	protein	abcc, transmembrane, abc, receptor, cell_surface, transporter, intracellular, active	transporter, transmembrane_predicted, receptor, cell_surface, transmembrane, intracellular	4	HGNC, Phobius, DGIdb, scConnect, Surfaceome, OmniPath, UniProt, Almen2009, Ramilowski_location, GO_Intercell	NA
Abcc2	19	ABCC2	10	ABCC2	10	protein	transmembrane, active, transporter, receptor, plasma_membrane, abcc, cell_surface, abc, apical_cell_membrane	transmembrane, transporter, receptor, plasma_membrane, cell_surface, transmembrane_predicted	5	Ramilowski_location, UniProt, Surfaceome, scConnect, OmniPath, HGNC, DGIdb, Almen2009, LOCATE, Phobius	NA
Abcc3	11	ABCC3	17	ABCC3	17	protein	abcc, transporter, transmembrane, cell_surface, active, abc, receptor, plasma_membrane, basolateral_cell_membrane	transporter, transmembrane, cell_surface, transmembrane_predicted, receptor, plasma_membrane	5	Surfaceome, OmniPath, DGIdb, UniProt, HGNC, Phobius, Ramilowski_location, LOCATE, scConnect, Almen2009	NA
Abcc4	14	ABCC4	13	ABCC4	13	protein	intracellular, cell_surface, transmembrane, abcc, receptor, transporter, plasma_membrane, basolateral_cell_membrane, apical_cell_membrane, active, abc	intracellular, cell_surface, transmembrane_predicted, transmembrane, transporter, receptor, plasma_membrane	5	GO_Intercell, ComPPI, OmniPath, Phobius, Ramilowski_location, Almen2009, UniProt, HGNC, DGIdb, Surfaceome, scConnect, LOCATE	NA
Abcc5	16	ABCC5	3	ABCC5	3	protein	transporter, intracellular, cell_surface, transmembrane, plasma_membrane, active, basolateral_cell_membrane, apical_cell_membrane, receptor, abc, abcc	transporter, intracellular, cell_surface, transmembrane, plasma_membrane, receptor, transmembrane_predicted	5	HGNC, ComPPI, OmniPath, Surfaceome, UniProt, DGIdb, GO_Intercell, scConnect, LOCATE, Phobius, Ramilowski_location	NA
Abcc6	7	ABCC6	16	ABCC6	16	protein	transmembrane, transporter, basolateral_cell_membrane, intracellular, receptor, plasma_membrane, abcc, abc	transmembrane, transporter, plasma_membrane, intracellular, receptor, transmembrane_predicted	6	Ramilowski_location, HGNC, LOCATE, TopDB, OmniPath, UniProt, scConnect, DGIdb, GO_Intercell, Almen2009, Phobius, ComPPI	NA
Abcc8	7	ABCC8	11	ABCC8	11	protein	abc, intracellular, transporter, abcc, transmembrane, receptor, plasma_membrane	transporter, intracellular, transmembrane_predicted, transmembrane, receptor, plasma_membrane	7	DGIdb, ComPPI, HGNC, Phobius, OmniPath, Ramilowski_location, scConnect, UniProt, CellCellInteractions, Almen2009, TopDB, LOCATE, GO_Intercell	NA
Abcc9	6	ABCC9	12	ABCC9	12	protein	transmembrane, abc, active, transporter, intracellular, abcc, receptor, cell_surface	transmembrane_predicted, transmembrane, transporter, intracellular, receptor, cell_surface	6	Phobius, UniProt, DGIdb, LOCATE, Surfaceome, HGNC, GO_Intercell, OmniPath, CellCellInteractions, Almen2009, ComPPI, Ramilowski_location, scConnect	NA
Abcd1	X	ABCD1	X	ABCD1	X	protein	transmembrane, receptor, intracellular	transmembrane_predicted, receptor, transmembrane, intracellular	5	Phobius, OmniPath, LOCATE, Ramilowski_location, GO_Intercell, UniProt, scConnect, ComPPI	NA
Abcd2	15	ABCD2	12	ABCD2	12	protein	transmembrane, receptor, intracellular	transmembrane, receptor, intracellular, transmembrane_predicted	5	UniProt, Ramilowski_location, LOCATE, scConnect, OmniPath, GO_Intercell, ComPPI, Phobius	NA
Abcd3	3	ABCD3	1	ABCD3	1	protein	transmembrane, intracellular, receptor	transmembrane, intracellular, receptor, transmembrane_predicted	5	Ramilowski_location, UniProt, LOCATE, ComPPI, OmniPath, Phobius, scConnect, GO_Intercell	NA
Abcd4	12	ABCD4	14	ABCD4	14	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	5	UniProt, OmniPath, LOCATE, GO_Intercell, Ramilowski_location, Phobius, ComPPI	NA
Abce1	8	ABCE1	4	ABCE1	4	protein	intracellular	intracellular	3	GO_Intercell, UniProt, ComPPI, OmniPath	NA
Abcf1	17	ABCF1	6	ABCF1	6	protein	intracellular	intracellular	3	UniProt, ComPPI, GO_Intercell, OmniPath	NA
Abcf2	5	ABCF2	7	ABCF2	7	protein	intracellular	intracellular	1	OmniPath, ComPPI	NA
Abcf3	16	ABCF3	3	ABCF3	3	protein	intracellular	intracellular	1	ComPPI, OmniPath	NA
Abcg1	17	ABCG1	21	ABCG1	21	protein	intracellular, extracellular, transmembrane, plasma_membrane, abcg, transporter, receptor	intracellular, extracellular, transmembrane, transmembrane_predicted, plasma_membrane, transporter, receptor	5	LOCATE, DGIdb, Ramilowski_location, Phobius, UniProt, ComPPI, OmniPath, HGNC, scConnect, GO_Intercell	NA
Abcg3	5	ABCG2	4	ABCG2	4	protein	intracellular, abcg, apical_cell_membrane, transmembrane, plasma_membrane, cell_surface, transporter, receptor, extracellular, abc, active	intracellular, transporter, plasma_membrane, transmembrane, cell_surface, receptor, extracellular, transmembrane_predicted	6	UniProt, HGNC, Surfaceome, OmniPath, ComPPI, GO_Intercell, Almen2009, Ramilowski_location, TopDB, scConnect, DGIdb, LOCATE, Phobius	NA
Abcg4	9	ABCG4	11	ABCG4	11	protein	abcg, transmembrane, receptor, plasma_membrane, transporter, active, extracellular, intracellular, cell_surface	transporter, transmembrane_predicted, receptor, plasma_membrane, transmembrane, extracellular, intracellular, cell_surface	4	Almen2009, Phobius, Surfaceome, scConnect, OmniPath, UniProt, HGNC, Ramilowski_location, GO_Intercell	NA
Abcg5	17	ABCG5	2	ABCG5	2	protein	extracellular, transmembrane, active, plasma_membrane, abcg, intracellular, transporter, cell_surface, apical_cell_membrane, abc	extracellular, transmembrane, transporter, plasma_membrane, intracellular, cell_surface, transmembrane_predicted	5	OmniPath, UniProt, Surfaceome, HGNC, DGIdb, LOCATE, Phobius, ComPPI, Almen2009, Ramilowski_location	NA
Abcg8	17	ABCG8	2	ABCG8	2	protein	transmembrane, transporter, intracellular, abcg, apical_cell_membrane, plasma_membrane, abc	transmembrane, transporter, intracellular, transmembrane_predicted, plasma_membrane	5	UniProt, DGIdb, ComPPI, OmniPath, LOCATE, HGNC, Phobius, Ramilowski_location, Almen2009	NA
Abhd1	5	ABHD1	2	ABHD1	2	protein	transmembrane, transmembrane_phobius, transmembrane_sosui, transmembrane_predicted	transmembrane, transmembrane_predicted	5	UniProt, Almen2009, Phobius, OmniPath, Ramilowski_location	NA
Abhd10	16	ABHD10	3	ABHD10	3	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, OmniPath, UniProt	NA
Abhd11	5	ABHD11	7	ABHD11	7	protein	intracellular	intracellular	2	OmniPath, GO_Intercell, ComPPI	NA
Abhd12	2	ABHD12	20	ABHD12	20	protein	transmembrane, transmembrane_sosui, intracellular, transmembrane_predicted, transmembrane_tmhmm, receptor, transmembrane_phobius	transmembrane, transmembrane_predicted, intracellular, receptor	5	UniProt, Almen2009, GO_Intercell, OmniPath, Phobius, scConnect, Ramilowski_location	NA
Abhd12b	12	ABHD12B	14	ABHD12B	14	protein	intracellular, transmembrane	intracellular, transmembrane	2	OmniPath, Ramilowski_location, ComPPI, GO_Intercell	NA
Abhd13	8	ABHD13	13	ABHD13	13	protein	transmembrane_sosui, transmembrane_tmhmm, transmembrane, transmembrane_predicted, intracellular	transmembrane_predicted, transmembrane, intracellular	5	Almen2009, Phobius, UniProt, OmniPath, Ramilowski_location, GO_Intercell	NA
Abhd14a	9	ABHD14A	3	ABHD14A	3	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	5	ComPPI, LOCATE, UniProt, Ramilowski_location, OmniPath, GO_Intercell, Phobius	NA
Abhd14b	9	ABHD14B	3	ABHD14B	3	protein	intracellular	intracellular	3	UniProt, OmniPath, ComPPI, GO_Intercell	NA
Abhd15	11	ABHD15	17	ABHD15	17	protein	secreted, intracellular	secreted, intracellular	3	HPA_secretome, UniProt, OmniPath, ComPPI	NA
Abhd16a	17	ABHD16A	6	ABHD16A	6	protein	transmembrane	transmembrane, transmembrane_predicted	4	UniProt, Ramilowski_location, OmniPath, Phobius	NA
Abhd16b	2	ABHD16B	20	ABHD16B	20	protein	intracellular	intracellular	1	OmniPath, GO_Intercell	NA
Abhd17a	10	ABHD17A	19	ABHD17A	19	protein	plasma_membrane, intracellular	plasma_membrane, intracellular	3	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Abhd17b	19	ABHD17B	9	ABHD17B	9	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	UniProt, GO_Intercell, ComPPI, OmniPath	NA
Abhd17c	7	ABHD17C	15	ABHD17C	15	protein	intracellular	intracellular	2	GO_Intercell, UniProt, OmniPath	NA
Abhd18	3	ABHD18	4	ABHD18	4	protein	intracellular, secreted, transmembrane	intracellular, secreted, transmembrane	2	OmniPath, UniProt, Ramilowski_location, ComPPI	NA
Abhd2	7	ABHD2	15	ABHD2	15	protein	plasma_membrane, intracellular, transmembrane_phobius, transmembrane_predicted, transmembrane, receptor, transmembrane_sosui	plasma_membrane, intracellular, transmembrane_predicted, transmembrane, receptor	5	UniProt, GO_Intercell, Almen2009, OmniPath, Ramilowski_location, Phobius, ComPPI, scConnect	NA
Abhd3	18	ABHD3	18	ABHD3	18	protein	transmembrane, intracellular	transmembrane_predicted, transmembrane, intracellular	4	Phobius, OmniPath, UniProt, Ramilowski_location, ComPPI	NA
Abhd4	14	ABHD4	14	ABHD4	14	protein	intracellular	intracellular	2	GO_Intercell, ComPPI, OmniPath	NA
Abhd5	9	ABHD5	3	ABHD5	3	protein	intracellular, transmembrane	intracellular, transmembrane	3	GO_Intercell, Ramilowski_location, UniProt, OmniPath, ComPPI	NA
Abhd6	14	ABHD6	3	ABHD6	3	protein	transmembrane, intracellular, transmembrane_sosui, transmembrane_predicted, receptor, transmembrane_tmhmm, transmembrane_phobius	transmembrane, intracellular, transmembrane_predicted, receptor	5	UniProt, GO_Intercell, ComPPI, Almen2009, OmniPath, scConnect, Phobius, Ramilowski_location	NA
Abhd8	8	ABHD8	19	ABHD8	19	protein	intracellular	intracellular	1	ComPPI, OmniPath	NA
Abi1	2	ABI1	10	ABI1	10	protein	intracellular, adhesion_cytoskeleton_adaptor, intracellular_intercellular_related	intracellular, intracellular_intercellular_related	3	GO_Intercell, Adhesome, UniProt, ComPPI, OmniPath	NA
Abi2	1	ABI2	2	ABI2	2	protein	intracellular, intracellular_intercellular_related, adhesion_cytoskeleton_adaptor	intracellular, intracellular_intercellular_related	3	OmniPath, GO_Intercell, Adhesome, LOCATE, UniProt, ComPPI	NA
Abi3	11	ABI3	17	ABI3	17	protein	intracellular, adhesion_cytoskeleton_adaptor, intracellular_intercellular_related	intracellular, intracellular_intercellular_related	3	UniProt, OmniPath, GO_Intercell, LOCATE, ComPPI, Adhesome	NA
Abi3bp	16	ABI3BP	3	ABI3BP	3	protein	secreted, matrix_adhesion, intracellular, adhesion, ecm, glycoprotein	secreted, matrix_adhesion, intracellular, adhesion, ecm	3	OmniPath, HPA_secretome, Zhong2015, MatrixDB, UniProt, ComPPI, Matrisome, CellCellInteractions, GO_Intercell	NA
Abitram	4	ABITRAM	9	ABITRAM	9	protein	intracellular	intracellular	3	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Abl1	2	ABL1	9	ABL1	9	protein	receptor, intracellular	receptor, intracellular	3	OmniPath, UniProt, LOCATE, ComPPI, scConnect, GO_Intercell	CollecTRI;TRRUST_CollecTRI;GOA_CollecTRI
Abl2	1	ABL2	1	ABL2	1	protein	intracellular, receptor	intracellular, receptor	3	ComPPI, OmniPath, scConnect, GO_Intercell, UniProt, LOCATE	NA
Ablim1	19	ABLIM1	10	ABLIM1	10	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, OmniPath, UniProt	NA
Ablim2	5	ABLIM2	4	ABLIM2	4	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Ablim3	18	ABLIM3	5	ABLIM3	5	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, OmniPath, UniProt	NA
Abo	2	ABO	9	ABO	9	protein	intracellular, transmembrane_predicted, transmembrane_tmhmm, transmembrane, secreted, extracellular, transmembrane_sosui, transmembrane_phobius	intracellular, transmembrane, transmembrane_predicted, secreted, extracellular	7	UniProt, OmniPath, Almen2009, ComPPI, TopDB, LOCATE, Ramilowski_location, GO_Intercell, Phobius	NA
Abr	11	ABR	17	ABR	17	protein	intracellular	intracellular	2	OmniPath, ComPPI, GO_Intercell	NA
Abra	15	ABRA	8	ABRA	8	protein	intracellular	intracellular	3	ComPPI, UniProt, GO_Intercell, OmniPath	NA
Abracl	10	ABRACL	6	ABRACL	6	protein	intracellular	intracellular	1	ComPPI, OmniPath	NA
Abraxas1	5	ABRAXAS1	4	ABRAXAS1	4	protein	intracellular	intracellular	3	UniProt, OmniPath, GO_Intercell, ComPPI	NA
Abraxas2	7	ABRAXAS2	10	ABRAXAS2	10	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Abt1	13	ABT1	6	ABT1	6	protein	intracellular	intracellular	3	UniProt, OmniPath, GO_Intercell, ComPPI	NA
Abtb1	6	ABTB1	3	ABTB1	3	protein	intracellular	intracellular	3	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Abtb2	2	ABTB2	11	ABTB2	11	protein	intracellular	intracellular	1	OmniPath, ComPPI	NA
Acaa1a	9	ACAA1	3	ACAA1	3	protein	intracellular, transmembrane	intracellular, transmembrane_predicted	3	GO_Intercell, ComPPI, LOCATE, UniProt, Phobius, OmniPath	NA
Acaa1b	9	ACAA1	3	ACAA1	3	protein	intracellular, transmembrane	intracellular, transmembrane_predicted	3	GO_Intercell, ComPPI, LOCATE, UniProt, Phobius, OmniPath	NA
Acaa2	18	ACAA2	18	ACAA2	18	protein	intracellular	intracellular	3	UniProt, LOCATE, GO_Intercell, ComPPI, OmniPath	NA
